Euler1,Euler2,Euler3,default10,default20,default30
84,63,7,0.021,0.021,0.019
84,63,14,0.019,0.019,0.019
84,63,21,0.017,0.022,0.016
84,63,28,0.009,0.01,0.01
84,63,35,0.013,0.016,0.011
84,63,42,0.016,0.02,0.019
84,63,49,0.014,0.021,0.015
84,63,56,0.01,0.01,0.01
84,63,63,0.012,0.013,0.011
84,63,70,0.009,0.004,0.004
84,63,77,0.018,0.016,0.019
84,63,84,0.011,0.017,0.015
84,63,91,0.015,0.018,0.015
84,63,98,0.017,0.017,0.018
84,63,105,0.023,0.021,0.018
84,63,112,0.016,0.017,0.02
84,63,119,0.017,0.008,0.008
84,63,126,0.018,0.019,0.021
84,63,133,0.023,0.021,0.02
84,63,140,0.016,0.02,0.019
84,63,147,0.022,0.019,0.022
84,63,154,0.02,0.02,0.02
84,63,161,0.017,0.017,0.021
84,63,168,0.021,0.016,0.019
84,63,175,0.019,0.018,0.02
84,70,0,0.016,0.017,0.018
84,70,7,0.017,0.017,0.016
84,70,14,0.015,0.013,0.017
84,70,21,0.018,0.018,0.018
84,70,28,0.015,0.018,0.016
84,70,35,0.014,0.016,0.014
84,70,42,0.014,0.011,0.009
84,70,49,0.013,0.013,0.013
84,70,56,0.014,0.014,0.013
84,70,63,0.016,0.015,0.015
84,70,70,0.015,0.012,0.013
84,70,77,0.015,0.016,0.015
84,70,84,0.014,0.009,0.008
84,70,91,0.015,0.014,0.013
84,70,98,0.012,0.016,0.016
84,70,105,0.014,0.013,0.012
84,70,112,0.014,0.016,0.016
84,70,119,0.018,0.017,0.014
84,70,126,0.015,0.016,0.013
84,70,133,0.013,0.012,0.013
84,70,140,0.018,0.018,0.017
84,70,147,0.015,0.014,0.016
84,70,154,6.038,0.016,0.015
84,70,161,0.016,0.015,0.013
84,70,168,0.016,0.015,0.014
84,70,175,0.017,0.012,0.015
84,77,0,0.01,0.011,0.01
84,77,7,0.008,0.009,0.007
84,77,14,0.01,0.014,0.013
84,77,21,0.008,0.011,0.012
84,77,28,0.011,0.011,0.011
84,77,35,0.015,0.013,0.014
84,77,42,0.009,0.011,0.013
84,77,49,0.015,0.013,0.014
84,77,56,0.011,0.014,0.013
84,77,63,0.012,0.014,0.014
84,77,70,0.012,0.014,0.014
84,77,77,0.013,0.012,0.01
84,77,84,0.011,0.014,0.013
84,77,91,0.015,0.015,0.014
84,77,98,0.01,0.011,0.016
84,77,105,0.011,0.011,0.011
84,77,112,0.014,0.014,0.014
84,77,119,0.012,0.014,0.015
84,77,126,0.013,0.009,0.012
84,77,133,0.014,0.014,0.015
84,77,140,0.011,0.013,0.012
84,77,147,0.014,0.012,0.012
84,77,154,0.009,0.009,0.009
84,77,161,0.01,0.013,0.008
84,77,168,0.013,0.014,0.012
84,77,175,0.01,0.011,0.011
84,84,0,0.009,0.008,0.009
84,84,7,0.01,0.008,0.009
84,84,14,0.015,0.012,0.013
84,84,21,0.011,0.012,0.012
84,84,28,0.013,0.011,0.012
84,84,35,0.011,0.009,0.012
84,84,42,0.009,0.009,0.009
84,84,49,0.009,0.012,0.01
84,84,56,0.011,0.011,0.013
84,84,63,0.012,0.01,0.012
84,84,70,0.012,0.012,0.012
84,84,77,0.014,0.011,0.01
84,84,84,0.014,0.01,0.012
84,84,91,0.008,0.01,0.012
84,84,98,0.012,0.012,0.011
84,84,105,0.01,0.011,0.009
84,84,112,0.012,0.012,0.012
84,84,119,0.008,0.008,0.009
84,84,126,0.01,0.008,0.008
84,84,133,0.009,0.009,0.009
84,84,140,0.263,0.011,0.012
84,84,147,0.012,0.009,0.012
84,84,154,0.012,0.012,0.01
84,84,161,0.013,0.01,0.009
84,84,168,0.013,0.01,0.01
84,84,175,0.015,6.233,0.013
