Euler1,Euler2,Euler3,default20,diffEvol,Anne
42,77,63,0.004,0.004,0.003
42,77,70,0.003,0.003,0.003
42,77,77,0.003,0.003,0.007
42,77,84,0.004,0.003,0.005
42,77,91,0.003,0.003,0.007
42,77,98,0.003,0.003,0.005
42,77,105,0.002,0.003,0.003
42,77,112,0.003,0.003,0.004
42,77,119,0.003,0.004,0.003
42,77,126,0.003,0.003,0.003
42,77,133,0.002,0.002,0.002
42,77,140,0.003,0.003,0.005
42,77,147,0.002,0.002,0.002
42,77,154,0.003,0.003,0.002
42,77,161,0.003,0.004,0.003
42,77,168,0.003,0.003,0.003
42,77,175,0.003,0.003,0.003
42,84,0,0.004,0.003,0.005
42,84,7,0.004,0.003,0.003
42,84,14,0.003,0.003,0.003
42,84,21,0.004,0.003,0.002
42,84,28,0.003,0.003,0.005
42,84,35,0.003,0.003,0.003
42,84,42,0.004,0.005,0.004
42,84,49,0.005,0.005,0.011
42,84,56,0.003,0.003,0.004
42,84,63,0.004,0.004,0.004
42,84,70,0.004,0.004,0.005
42,84,77,0.003,0.003,0.003
42,84,84,0.006,0.006,0.015
42,84,91,0.003,0.003,0.005
42,84,98,0.002,0.002,14.912
42,84,105,0.004,0.003,0.005
42,84,112,0.003,0.003,0.003
42,84,119,0.004,0.003,0.005
42,84,126,0.003,0.003,0.003
42,84,133,0.003,0.003,0.003
42,84,140,0.003,0.003,0.002
42,84,147,0.004,0.004,0.004
42,84,154,0.005,0.005,0.001
42,84,161,0.004,0.005,0.005
42,84,168,0.004,0.004,0.003
42,84,175,0.006,0.007,0.003
49,0,0,0.24,0.149,0.271
49,0,7,0.0,0.134,0.41
49,0,14,0.0,0.207,0.143
49,0,21,0.283,0.207,0.197
49,0,28,0.161,0.207,0.108
49,0,35,0.273,0.207,0.22
49,0,42,0.0,0.207,0.175
49,0,49,0.259,0.207,0.374
49,0,56,0.256,0.207,0.415
49,0,63,0.328,0.207,0.231
49,0,70,0.288,0.207,0.312
49,0,77,0.271,0.207,0.239
49,0,84,0.245,0.207,0.077
49,0,91,0.28,0.207,0.227
49,0,98,0.219,0.207,0.071
49,0,105,0.29,0.207,0.406
49,0,112,0.286,0.207,0.198
49,0,119,0.0,0.207,0.302
49,0,126,0.113,0.207,0.089
49,0,133,0.0,0.207,0.087
49,0,140,0.0,0.207,0.254
49,0,147,0.28,0.207,0.569
49,0,154,0.0,0.207,0.163
49,0,161,0.199,0.198,0.137
49,0,168,0.0,0.207,0.098
49,0,175,0.0,0.207,0.183
49,7,0,0.001,0.002,1.461
49,7,7,0.245,0.003,1.485
49,7,14,0.003,0.003,0.283
49,7,21,0.923,0.003,0.016
49,7,28,0.001,0.003,5.083
49,7,35,0.016,0.002,1.42
49,7,42,0.008,0.003,0.28
49,7,49,0.003,0.003,0.836
49,7,56,0.025,0.003,0.007
49,7,63,0.044,0.003,0.435
49,7,70,0.008,0.003,0.84
49,7,77,0.015,0.002,0.666
49,7,84,0.003,0.003,1.852
49,7,91,0.016,0.003,0.072
49,7,98,0.005,0.002,0.553
49,7,105,0.019,0.003,2.232
49,7,112,0.005,0.002,3.225
49,7,119,0.003,0.003,3.977
49,7,126,0.005,0.003,1.142
49,7,133,0.021,0.002,0.031
49,7,140,0.009,0.003,0.047
49,7,147,0.659,0.003,0.063
49,7,154,0.003,0.002,0.004
49,7,161,0.003,0.002,0.024
49,7,168,0.022,1.883,1.807
49,7,175,0.003,0.881,3.237
49,14,0,0.002,0.001,0.001
49,14,7,0.001,2.081,0.003
49,14,14,0.002,0.002,0.004
49,14,21,0.005,0.005,0.005
49,14,28,0.001,0.001,1.247
49,14,35,0.004,0.002,0.002
49,14,42,0.003,0.002,6.807
49,14,49,0.001,0.001,7.522
49,14,56,0.002,0.002,0.002
49,14,63,0.002,0.002,0.003
49,14,70,0.013,0.012,1.949
49,14,77,0.002,0.001,0.001
49,14,84,0.001,0.001,0.004
49,14,91,0.011,0.001,7.895
49,14,98,0.004,0.001,0.026
49,14,105,0.001,0.001,0.001
49,14,112,0.02,0.02,0.019
49,14,119,0.006,0.001,0.004
49,14,126,0.017,0.017,0.014
49,14,133,0.001,0.001,3.415
49,14,140,0.001,0.001,0.001
49,14,147,0.002,8.505,1.953
49,14,154,0.003,0.002,1.476
49,14,161,0.001,0.002,3.325
49,14,168,0.001,0.001,0.006
49,14,175,0.008,1.737,0.022
49,21,0,0.001,0.0,0.001
49,21,7,0.002,0.002,11.612
49,21,14,0.001,0.001,0.007
49,21,21,0.001,0.001,0.001
49,21,28,0.001,0.001,9.049
49,21,35,0.014,0.014,0.011
49,21,42,0.001,0.001,0.003
49,21,49,0.007,0.007,0.006
49,21,56,0.001,0.001,2.57
49,21,63,0.011,0.01,9.962
49,21,70,0.002,0.002,0.002
49,21,77,0.001,0.001,0.001
49,21,84,0.016,0.014,0.015
49,21,91,0.009,0.01,0.01
49,21,98,0.014,0.015,0.014
49,21,105,0.015,0.015,0.014
49,21,112,0.004,0.004,0.009
49,21,119,0.009,0.012,0.034
49,21,126,0.002,0.001,0.004
49,21,133,0.001,0.001,0.002
49,21,140,0.003,0.002,0.002
49,21,147,0.006,0.007,0.013
49,21,154,0.002,0.002,0.005
49,21,161,0.002,0.001,0.003
49,21,168,0.004,0.004,0.004
49,21,175,0.012,0.012,0.01
49,28,0,0.004,0.004,0.006
49,28,7,0.003,0.003,0.004
49,28,14,0.008,7.847,0.007
49,28,21,0.009,0.009,0.009
49,28,28,0.003,0.003,0.003
49,28,35,0.009,0.009,0.012
49,28,42,0.006,0.007,0.006
49,28,49,0.003,0.002,0.007
49,28,56,0.009,0.008,0.005
49,28,63,0.001,0.001,0.001
49,28,70,0.002,0.002,0.003
49,28,77,0.006,0.006,0.005
49,28,84,0.004,0.004,0.005
49,28,91,0.001,0.001,0.001
49,28,98,0.01,0.011,0.01
49,28,105,0.009,0.011,0.011
49,28,112,0.001,0.001,0.001
49,28,119,0.01,0.01,0.006
49,28,126,0.007,0.007,0.007
49,28,133,0.002,0.001,0.002
49,28,140,0.002,0.002,0.002
49,28,147,0.008,0.01,0.007
49,28,154,0.003,0.002,0.004
49,28,161,0.006,0.006,0.008
49,28,168,0.01,0.011,0.008
49,28,175,0.005,0.005,0.005
49,35,0,0.007,0.001,0.0
49,35,7,0.008,0.008,0.008
49,35,14,0.005,0.005,0.004
49,35,21,0.008,0.007,0.008
49,35,28,0.004,0.004,0.005
49,35,35,0.0,0.0,0.001
49,35,42,0.005,0.006,0.004
49,35,49,0.005,0.005,0.005
49,35,56,0.006,0.003,0.003
49,35,63,0.005,0.005,0.005
49,35,70,0.005,0.005,0.005
49,35,77,0.007,0.007,0.007
49,35,84,0.006,0.007,0.006
49,35,91,0.002,0.002,0.003
49,35,98,0.002,0.004,0.007
49,35,105,0.004,0.004,0.004
49,35,112,0.006,0.006,0.006
49,35,119,0.005,0.005,0.002
49,35,126,0.004,0.004,0.004
49,35,133,0.004,0.005,0.006
49,35,140,0.007,0.007,0.006
49,35,147,0.001,0.001,0.003
49,35,154,0.008,0.006,0.006
49,35,161,0.002,0.002,0.005
49,35,168,0.002,0.002,0.005
49,35,175,0.004,0.004,0.004
49,42,0,0.004,0.003,0.002
49,42,7,0.006,0.006,0.005
49,42,14,0.003,0.003,0.004
49,42,21,0.006,0.007,0.007
49,42,28,0.007,0.007,0.007
49,42,35,0.003,0.002,0.004
49,42,42,0.006,0.006,0.005
49,42,49,0.004,0.004,0.004
49,42,56,0.006,0.006,0.006
49,42,63,0.006,0.006,0.005
49,42,70,0.003,0.003,0.004
49,42,77,0.006,0.006,0.005
49,42,84,0.006,0.006,0.005
49,42,91,0.005,0.005,0.005
49,42,98,0.006,0.006,0.006
49,42,105,0.007,0.007,0.007
49,42,112,0.004,0.004,0.003
49,42,119,0.005,0.005,0.004
49,42,126,0.003,0.002,0.004
49,42,133,0.002,0.002,0.002
49,42,140,0.003,0.003,0.007
49,42,147,0.005,0.005,0.005
49,42,154,0.005,0.005,0.006
49,42,161,0.002,0.002,0.002
49,42,168,0.006,0.006,0.007
49,42,175,0.004,0.005,0.005
49,49,0,0.005,0.003,0.005
49,49,7,0.005,0.005,0.004
49,49,14,0.005,0.005,0.005
49,49,21,0.003,0.003,0.004
49,49,28,0.003,0.003,0.003
49,49,35,0.004,0.004,0.003
49,49,42,0.004,0.004,0.003
49,49,49,0.003,0.004,0.004
49,49,56,0.003,0.003,0.003
49,49,63,0.004,0.004,0.005
49,49,70,0.005,0.005,0.006
49,49,77,0.005,0.004,0.004
49,49,84,0.005,0.005,0.005
49,49,91,0.004,0.004,0.004
49,49,98,0.005,0.004,0.005
49,49,105,0.004,0.003,0.003
49,49,112,0.003,0.003,0.003
49,49,119,0.005,0.005,0.005
49,49,126,0.005,0.005,0.005
49,49,133,0.006,0.006,0.003
49,49,140,0.005,0.004,0.005
49,49,147,0.001,0.001,0.001
49,49,154,0.006,0.006,0.006
49,49,161,0.004,0.003,0.005
49,49,168,0.003,0.003,0.006
49,49,175,0.004,0.004,0.005
49,56,0,0.004,0.004,0.004
49,56,7,0.003,0.003,0.003
49,56,14,0.004,0.004,0.004
49,56,21,0.004,0.004,0.004
49,56,28,0.004,0.004,0.004
49,56,35,0.005,0.005,0.004
49,56,42,0.004,0.004,0.005
49,56,49,0.003,0.002,0.002
49,56,56,0.004,0.004,0.004
49,56,63,0.004,0.004,0.004
49,56,70,0.004,0.004,0.004
49,56,77,0.004,0.005,0.004
49,56,84,0.004,0.004,0.003
49,56,91,0.005,0.005,0.005
49,56,98,0.003,0.003,0.003
49,56,105,0.004,0.004,0.003
49,56,112,0.002,0.002,0.002
49,56,119,0.004,0.004,0.003
49,56,126,0.004,0.004,0.005
49,56,133,0.004,0.004,0.004
49,56,140,0.003,0.003,0.003
49,56,147,0.005,0.005,0.004
49,56,154,0.004,0.004,0.003
49,56,161,0.005,0.004,0.004
49,56,168,0.003,0.003,0.004
49,56,175,0.004,0.004,0.004
49,63,0,0.004,0.004,0.004
49,63,7,0.002,0.002,0.003
49,63,14,0.003,0.004,0.004
49,63,21,0.003,0.002,0.002
49,63,28,0.003,0.003,0.004
49,63,35,0.004,0.003,0.003
49,63,42,0.003,0.003,0.003
49,63,49,0.003,0.003,0.003
49,63,56,0.004,0.004,0.003
49,63,63,0.002,0.002,0.003
49,63,70,0.002,0.002,0.002
49,63,77,0.003,0.003,0.003
49,63,84,0.003,0.003,0.002
49,63,91,0.003,0.003,0.003
49,63,98,0.004,0.004,0.004
49,63,105,0.003,0.003,0.004
49,63,112,0.003,0.004,0.003
49,63,119,0.002,0.003,0.003
49,63,126,0.004,0.004,0.004
49,63,133,0.003,0.003,0.004
49,63,140,0.004,0.004,0.004
49,63,147,0.004,0.004,0.004
49,63,154,0.004,0.004,0.004
49,63,161,0.003,0.003,0.003
49,63,168,0.004,0.004,0.004
49,63,175,0.004,0.004,0.004
49,70,0,0.004,0.004,0.003
49,70,7,0.003,0.004,0.003
49,70,14,0.003,0.002,0.003
49,70,21,0.003,0.003,0.003
49,70,28,0.003,0.003,0.003
49,70,35,0.003,0.003,0.003
49,70,42,0.003,0.003,0.004
49,70,49,0.003,0.003,0.003
49,70,56,0.003,0.003,0.003
49,70,63,0.004,0.004,0.004
49,70,70,0.003,0.003,0.003
49,70,77,0.003,0.003,0.004
49,70,84,0.003,0.002,0.003
49,70,91,0.003,0.003,0.004
49,70,98,0.003,0.003,0.004
49,70,105,0.003,0.003,0.003
49,70,112,0.003,0.003,0.003
49,70,119,0.003,0.003,0.003
49,70,126,0.003,0.003,0.003
49,70,133,0.002,0.002,0.003
49,70,140,0.003,0.003,0.003
49,70,147,0.003,0.003,0.003
49,70,154,0.003,0.003,0.003
49,70,161,0.002,0.002,0.002
49,70,168,0.003,0.003,0.003
49,70,175,0.002,0.002,0.001
49,77,0,0.002,0.002,0.003
49,77,7,0.002,0.002,0.006
49,77,14,0.003,0.003,0.004
49,77,21,0.005,0.004,0.003
49,77,28,0.002,0.003,0.005
49,77,35,0.002,0.003,0.005
49,77,42,0.003,0.003,0.005
49,77,49,0.003,0.003,0.003
49,77,56,0.003,0.003,0.003
49,77,63,0.003,0.004,0.003
49,77,70,0.003,0.003,0.003
49,77,77,0.003,0.003,0.004
49,77,84,0.003,0.004,0.004
49,77,91,0.004,0.003,0.004
49,77,98,0.003,0.003,0.003
49,77,105,0.003,0.003,0.003
49,77,112,0.004,0.004,0.005
49,77,119,0.003,0.003,0.003
49,77,126,0.003,0.003,0.003
49,77,133,0.003,0.003,0.005
49,77,140,0.003,0.003,0.003
49,77,147,0.003,0.003,0.005
49,77,154,0.004,0.004,0.004
49,77,161,0.003,0.003,0.003
49,77,168,0.003,0.003,0.006
49,77,175,0.004,0.004,0.004
49,84,0,0.002,0.002,0.002
49,84,7,0.009,0.002,0.003
49,84,14,0.005,0.003,0.006
49,84,21,0.004,0.004,0.013
49,84,28,0.003,0.003,0.008
49,84,35,0.003,0.003,0.009
49,84,42,0.004,0.003,0.002
49,84,49,0.002,0.002,0.004
49,84,56,0.004,0.003,0.003
49,84,63,0.004,0.004,0.003
49,84,70,0.003,0.004,0.004
49,84,77,0.003,0.004,0.007
49,84,84,0.004,0.004,0.002
49,84,91,0.003,0.003,0.003
49,84,98,0.003,0.003,0.005
49,84,105,0.004,0.005,0.004
49,84,112,0.003,0.004,0.003
49,84,119,0.002,0.002,0.019
49,84,126,0.003,0.002,0.005
49,84,133,0.003,0.003,0.003
49,84,140,0.003,0.003,0.003
49,84,147,0.003,0.003,0.003
49,84,154,0.003,0.003,0.005
49,84,161,0.002,0.002,0.002
49,84,168,0.003,0.003,0.016
49,84,175,0.005,0.005,0.004
56,0,0,0.0,0.207,0.255
56,0,7,0.273,0.099,0.354
56,0,14,0.0,0.207,0.084
56,0,21,0.0,0.207,0.307
56,0,28,0.265,0.207,0.246
56,0,35,0.271,0.207,0.152
56,0,42,0.0,0.207,0.418
56,0,49,0.235,0.207,0.031
56,0,56,0.0,0.207,0.158
56,0,63,0.257,0.207,0.332
56,0,70,0.0,0.207,0.407
56,0,77,0.0,0.207,0.347
56,0,84,0.286,0.207,0.038
56,0,91,0.0,0.207,0.369
56,0,98,0.0,0.207,0.166
56,0,105,0.0,0.207,0.381
56,0,112,0.353,0.207,0.409
56,0,119,0.0,0.207,0.42
56,0,126,0.0,0.207,0.182
56,0,133,0.0,0.207,0.565
56,0,140,0.0,0.171,0.357
56,0,147,0.253,0.207,0.0
56,0,154,0.0,0.207,0.286
56,0,161,0.28,0.207,0.256
56,0,168,0.278,0.164,0.355
56,0,175,0.305,0.144,0.063
56,7,0,0.002,0.0,3.442
56,7,7,0.003,0.004,3.011
56,7,14,0.004,0.004,2.968
56,7,21,0.003,0.003,0.178
56,7,28,0.001,0.003,0.036
56,7,35,0.004,0.003,4.777
56,7,42,0.005,0.003,0.432
56,7,49,0.002,0.004,3.502
56,7,56,0.031,0.004,0.019
56,7,63,0.001,0.003,0.371
56,7,70,0.003,0.002,0.076
56,7,77,0.019,0.003,0.189
56,7,84,0.002,0.002,2.211
56,7,91,0.005,0.004,0.486
56,7,98,0.003,0.002,0.592
56,7,105,0.026,0.003,5.064
56,7,112,0.01,0.002,1.107
56,7,119,0.006,0.003,0.023
56,7,126,0.002,0.003,1.078
56,7,133,0.002,0.002,0.039
56,7,140,0.003,0.003,0.524
56,7,147,0.007,0.003,0.015
56,7,154,0.008,0.003,0.094
56,7,161,0.059,2.971,2.99
56,7,168,0.017,0.004,0.024
56,7,175,0.329,0.003,0.95
56,14,0,0.001,0.0,3.997
56,14,7,0.004,0.001,5.294
56,14,14,0.002,0.002,3.292
56,14,21,0.021,0.019,0.02
56,14,28,0.007,0.006,0.004
56,14,35,0.006,0.006,6.815
56,14,42,0.002,0.002,0.006
56,14,49,0.002,0.002,4.246
56,14,56,0.005,0.002,4.465
56,14,63,0.001,0.002,0.009
56,14,70,0.024,0.026,0.021
56,14,77,0.003,0.001,1.83
56,14,84,0.002,0.001,0.002
56,14,91,0.002,0.002,7.373
56,14,98,0.006,0.001,0.004
56,14,105,0.003,0.002,7.842
56,14,112,0.006,0.013,6.933
56,14,119,0.001,0.001,4.378
56,14,126,0.01,0.009,0.022
56,14,133,0.004,0.001,5.958
56,14,140,0.004,0.001,0.003
56,14,147,0.006,10.399,0.002
56,14,154,0.003,0.002,0.002
56,14,161,0.011,0.002,0.003
56,14,168,0.764,0.001,0.005
56,14,175,0.001,1.58,0.016
56,21,0,0.002,0.001,0.002
56,21,7,0.001,0.001,0.001
56,21,14,0.01,0.008,0.009
56,21,21,0.017,0.017,0.018
56,21,28,0.003,0.003,0.011
56,21,35,0.006,0.005,0.016
56,21,42,0.008,0.006,0.1
56,21,49,0.001,0.001,6.314
56,21,56,0.003,0.002,0.012
56,21,63,0.001,0.001,0.001
56,21,70,0.002,0.002,0.006
56,21,77,0.001,0.001,0.001
56,21,84,0.015,0.015,0.013
56,21,91,0.009,0.009,0.011
56,21,98,0.016,0.016,0.014
56,21,105,0.002,0.002,0.002
56,21,112,0.014,0.012,0.018
56,21,119,0.002,0.002,0.004
56,21,126,0.001,0.001,9.008
56,21,133,0.002,0.002,0.002
56,21,140,0.014,0.013,0.015
56,21,147,0.006,0.006,0.006
56,21,154,0.002,0.002,0.015
56,21,161,0.011,0.011,0.011
56,21,168,0.002,0.007,0.007
56,21,175,0.002,0.002,0.008
56,28,0,0.001,0.001,0.0
56,28,7,0.004,0.003,3.922
56,28,14,0.013,0.012,0.012
56,28,21,0.002,0.002,0.001
56,28,28,0.007,0.006,0.004
56,28,35,0.004,0.003,0.007
56,28,42,0.004,0.003,0.005
56,28,49,0.002,0.003,0.007
56,28,56,0.008,0.008,0.008
56,28,63,0.005,0.001,0.006
56,28,70,0.005,0.005,0.007
56,28,77,0.005,0.004,0.005
56,28,84,0.006,0.006,0.005
56,28,91,0.005,0.004,0.008
56,28,98,0.01,0.01,0.013
56,28,105,0.01,0.011,0.01
56,28,112,0.002,0.002,0.004
56,28,119,0.013,0.014,0.013
56,28,126,0.007,0.007,0.009
56,28,133,0.005,0.005,0.005
56,28,140,0.004,0.004,0.011
56,28,147,0.011,0.012,10.341
56,28,154,0.008,0.007,0.004
56,28,161,0.005,0.002,0.007
56,28,168,0.012,0.01,0.012
56,28,175,0.008,0.01,0.007
56,35,0,0.008,0.001,0.008
56,35,7,0.006,0.005,0.006
56,35,14,0.009,8.982,0.008
56,35,21,0.009,0.01,0.01
56,35,28,0.008,0.008,0.006
56,35,35,0.006,0.007,0.006
56,35,42,0.006,0.008,0.007
56,35,49,0.007,0.007,0.007
56,35,56,0.008,0.008,0.008
56,35,63,0.007,0.007,0.007
56,35,70,0.01,0.011,0.007
56,35,77,0.008,0.007,0.012
56,35,84,0.002,0.002,0.004
56,35,91,0.007,0.007,0.007
56,35,98,0.008,0.008,0.009
56,35,105,0.004,0.005,0.003
56,35,112,0.002,0.001,0.006
56,35,119,0.004,0.002,0.006
56,35,126,0.005,0.005,0.003
56,35,133,0.007,0.007,0.005
56,35,140,0.007,0.01,0.01
56,35,147,0.006,0.002,0.009
56,35,154,0.008,0.008,0.009
56,35,161,0.006,0.006,0.007
56,35,168,0.002,0.001,0.005
56,35,175,0.003,0.003,0.003
56,42,0,0.006,0.006,0.007
56,42,7,0.008,0.008,0.007
56,42,14,0.003,0.003,0.004
56,42,21,0.004,0.004,0.003
56,42,28,0.003,0.003,0.002
56,42,35,0.005,0.007,0.007
56,42,42,0.007,0.007,0.007
56,42,49,0.007,0.006,0.007
56,42,56,0.007,0.008,0.007
56,42,63,0.005,0.003,0.007
56,42,70,0.005,0.006,0.006
56,42,77,0.006,0.007,0.008
56,42,84,0.004,0.004,0.007
56,42,91,0.003,0.001,0.003
56,42,98,0.006,0.005,0.006
56,42,105,0.006,0.007,0.006
56,42,112,0.005,0.005,0.006
56,42,119,0.007,0.008,0.007
56,42,126,0.007,0.008,0.007
56,42,133,0.005,0.004,0.006
56,42,140,0.006,0.006,0.005
56,42,147,0.004,0.007,0.004
56,42,154,0.006,0.006,0.001
56,42,161,0.005,0.004,0.005
56,42,168,0.005,0.005,0.006
56,42,175,0.007,0.007,0.008
56,49,0,0.004,0.001,0.003
56,49,7,0.006,0.006,0.008
56,49,14,0.002,0.002,0.002
56,49,21,0.005,17.158,0.005
56,49,28,0.004,0.004,0.003
56,49,35,0.006,0.007,0.004
56,49,42,0.005,0.005,0.004
56,49,49,0.006,0.006,0.006
56,49,56,0.006,0.006,0.006
56,49,63,0.005,0.004,0.005
56,49,70,0.004,0.004,0.004
56,49,77,0.006,0.006,0.005
56,49,84,0.006,0.007,0.005
56,49,91,0.004,0.004,0.005
56,49,98,0.005,0.005,0.004
56,49,105,0.004,0.004,0.004
56,49,112,0.006,0.006,0.006
56,49,119,0.004,0.003,0.004
56,49,126,0.006,0.006,0.006
56,49,133,0.006,0.005,0.006
56,49,140,0.006,0.006,0.006
56,49,147,0.005,0.005,0.004
56,49,154,0.004,0.004,0.004
56,49,161,0.005,0.005,0.005
56,49,168,0.005,0.005,0.004
56,49,175,0.004,0.004,0.005
56,56,0,0.004,0.002,0.005
56,56,7,0.003,0.004,0.003
56,56,14,0.005,0.004,0.004
56,56,21,0.003,0.003,0.004
56,56,28,0.005,0.005,0.005
56,56,35,0.004,0.004,0.004
56,56,42,0.004,0.004,0.004
56,56,49,0.004,0.004,0.004
56,56,56,0.004,0.004,0.004
56,56,63,0.004,0.004,0.003
56,56,70,0.006,0.005,0.005
56,56,77,0.004,0.004,0.005
56,56,84,0.005,0.005,0.003
56,56,91,0.004,0.004,0.005
56,56,98,0.004,0.004,0.004
56,56,105,0.004,0.004,0.004
56,56,112,0.005,0.005,0.005
56,56,119,0.004,0.004,0.005
56,56,126,0.004,0.004,0.006
56,56,133,0.003,0.003,0.003
56,56,140,0.005,0.005,0.003
56,56,147,0.003,0.002,0.004
56,56,154,0.004,0.004,0.005
56,56,161,0.004,0.004,0.004
56,56,168,0.004,0.004,0.004
56,56,175,0.004,0.004,0.003
56,63,0,0.004,0.004,0.002
56,63,7,0.004,0.004,0.005
56,63,14,0.004,0.004,0.004
56,63,21,0.004,0.004,0.004
56,63,28,0.004,0.004,0.005
56,63,35,0.004,0.004,0.004
56,63,42,0.004,0.004,0.004
56,63,49,0.003,0.003,0.004
56,63,56,0.004,0.004,0.004
56,63,63,0.004,0.004,0.004
56,63,70,0.003,0.004,0.004
56,63,77,0.005,0.005,0.003
56,63,84,0.004,0.005,0.004
56,63,91,0.003,0.003,0.005
56,63,98,0.004,0.004,0.004
56,63,105,0.004,0.004,0.003
56,63,112,0.003,0.003,0.003
56,63,119,0.004,0.004,0.003
56,63,126,0.003,0.003,0.004
56,63,133,0.003,0.004,0.004
56,63,140,0.004,0.004,0.003
56,63,147,0.005,0.005,0.004
56,63,154,0.004,0.004,0.004
56,63,161,0.004,0.004,0.004
56,63,168,0.004,0.004,0.004
56,63,175,0.003,0.003,0.004
56,70,0,0.003,0.003,0.003
56,70,7,0.003,0.003,0.003
56,70,14,0.003,0.002,0.004
56,70,21,0.003,0.003,0.003
56,70,28,0.004,0.004,0.004
56,70,35,0.003,0.003,0.003
56,70,42,0.004,0.004,0.004
56,70,49,0.002,0.003,0.002
56,70,56,0.003,0.003,0.004
56,70,63,0.003,0.003,0.003
56,70,70,0.004,0.004,0.004
56,70,77,0.003,0.003,0.004
56,70,84,0.004,0.004,0.004
56,70,91,0.004,0.003,0.004
56,70,98,0.003,0.003,0.004
56,70,105,0.002,0.003,0.003
56,70,112,0.004,0.003,0.003
56,70,119,0.004,0.003,0.003
56,70,126,0.003,0.003,0.003
56,70,133,0.004,0.004,0.004
56,70,140,0.003,0.003,0.003
56,70,147,0.004,0.004,0.003
56,70,154,0.003,0.003,0.003
56,70,161,0.003,0.004,0.004
56,70,168,0.003,0.003,0.004
56,70,175,0.004,0.003,0.004
56,77,0,0.003,0.003,0.007
56,77,7,0.003,0.003,0.007
56,77,14,0.003,0.003,0.004
56,77,21,0.003,0.003,0.005
56,77,28,0.003,0.002,0.003
56,77,35,0.003,0.002,0.003
56,77,42,0.004,0.004,0.004
56,77,49,0.003,0.003,0.004
56,77,56,0.003,0.003,0.004
56,77,63,0.004,0.004,0.004
56,77,70,0.002,0.002,0.004
56,77,77,0.002,0.002,0.004
56,77,84,0.004,0.005,0.004
56,77,91,0.003,0.003,0.003
56,77,98,0.003,0.003,0.003
56,77,105,0.004,0.004,0.004
56,77,112,0.002,0.002,0.004
56,77,119,0.003,0.003,0.003
56,77,126,0.004,0.004,0.004
56,77,133,0.003,0.003,0.003
56,77,140,0.003,0.003,0.003
56,77,147,0.004,0.004,0.004
56,77,154,0.003,0.003,0.005
56,77,161,0.003,0.003,0.003
56,77,168,0.003,0.003,0.004
56,77,175,0.005,0.005,0.003
56,84,0,0.003,0.003,0.002
56,84,7,0.003,0.003,0.003
56,84,14,0.003,0.003,0.003
56,84,21,0.003,0.003,0.003
56,84,28,0.002,0.002,0.005
56,84,35,0.003,0.002,0.004
56,84,42,0.004,0.003,0.017
56,84,49,0.004,0.004,0.003
56,84,56,0.003,0.004,0.017
56,84,63,0.003,0.003,0.003
56,84,70,0.002,0.002,0.003
56,84,77,0.003,0.003,0.004
56,84,84,0.004,0.004,0.005
56,84,91,0.005,0.005,0.004
56,84,98,0.004,0.003,0.003
56,84,105,0.003,0.003,0.003
56,84,112,0.005,0.004,0.055
56,84,119,0.003,0.003,0.004
56,84,126,0.003,0.004,0.003
56,84,133,0.003,0.003,0.004
56,84,140,0.003,0.003,0.003
56,84,147,0.003,0.003,0.008
56,84,154,0.002,0.002,0.003
56,84,161,0.004,0.004,0.004
56,84,168,0.003,0.003,0.012
56,84,175,0.003,0.003,0.005
63,0,0,0.0,0.207,0.381
63,0,7,0.0,0.105,0.214
63,0,14,0.283,0.099,0.095
63,0,21,0.0,0.207,0.155
63,0,28,0.0,0.207,0.069
63,0,35,0.0,0.207,0.304
63,0,42,0.0,0.207,0.55
63,0,49,0.0,0.207,0.166
63,0,56,0.0,0.207,0.355
63,0,63,0.12,0.207,0.003
63,0,70,0.0,0.207,0.113
63,0,77,0.216,0.207,0.305
63,0,84,0.384,0.207,0.03
63,0,91,0.235,0.207,0.101
63,0,98,0.0,0.207,0.319
63,0,105,0.0,0.207,0.347
63,0,112,0.0,0.207,0.283
63,0,119,0.073,0.207,0.137
63,0,126,0.0,0.207,0.197
63,0,133,0.0,0.1,0.388
63,0,140,0.0,0.207,0.004
63,0,147,0.0,0.207,0.344
63,0,154,0.0,0.216,0.153
63,0,161,0.258,0.207,0.01
63,0,168,0.0,0.207,0.422
63,0,175,0.0,0.207,0.11
63,7,0,0.007,0.003,6.46
63,7,7,0.007,0.005,1.782
63,7,14,0.006,0.004,0.916
63,7,21,0.001,0.004,1.84
63,7,28,0.012,0.004,0.717
63,7,35,0.067,0.002,0.876
63,7,42,0.005,0.003,1.066
63,7,49,0.003,0.004,1.268
63,7,56,0.007,0.004,0.003
63,7,63,0.007,0.004,1.882
63,7,70,0.004,0.004,0.003
63,7,77,0.464,0.004,0.986
63,7,84,0.01,0.004,0.072
63,7,91,0.055,0.004,2.56
63,7,98,0.062,0.003,1.724
63,7,105,0.012,0.003,1.066
63,7,112,0.002,0.003,0.174
63,7,119,0.013,0.003,2.391
63,7,126,0.013,6.432,0.004
63,7,133,0.017,6.418,4.268
63,7,140,0.019,0.004,0.403
63,7,147,0.004,0.004,0.274
63,7,154,0.003,0.003,0.018
63,7,161,0.004,3.277,1.722
63,7,168,0.035,1.892,0.572
63,7,175,0.622,0.728,0.01
63,14,0,0.014,0.002,3.087
63,14,7,0.022,0.002,8.352
63,14,14,0.002,0.002,1.124
63,14,21,0.014,0.014,0.023
63,14,28,0.003,0.002,1.191
