Euler1,Euler2,Euler3,azimuth360,azimuth270,azimuth180,azimuth90
35,49,161,0.004,0.005,0.002,0.002
35,49,168,0.004,0.003,0.004,0.003
35,49,175,0.003,0.004,0.003,0.014
35,56,0,0.003,0.004,0.004,0.011
35,56,7,0.004,0.004,0.004,0.011
35,56,14,0.003,0.005,0.004,0.011
35,56,21,0.003,0.002,0.003,0.014
35,56,28,0.003,0.003,0.003,0.004
35,56,35,0.004,0.003,0.004,0.01
35,56,42,0.003,0.002,0.003,0.012
35,56,49,0.004,0.005,0.004,0.011
35,56,56,0.003,0.004,0.004,0.005
35,56,63,0.003,0.003,0.003,0.005
35,56,70,0.003,0.004,0.005,0.004
35,56,77,0.004,0.001,0.003,0.007
35,56,84,0.003,0.004,0.004,0.005
35,56,91,0.004,0.004,0.002,0.007
35,56,98,0.004,0.003,0.003,0.003
35,56,105,0.003,0.005,0.005,0.003
35,56,112,0.003,0.003,0.003,0.003
35,56,119,0.003,0.003,0.004,0.002
35,56,126,0.003,0.005,0.005,0.002
35,56,133,0.004,0.001,0.002,0.001
35,56,140,0.003,0.001,0.004,0.001
35,56,147,0.003,0.001,0.001,0.0
35,56,154,0.004,0.003,0.004,0.002
35,56,161,0.004,0.005,0.004,0.001
35,56,168,0.003,0.003,0.002,0.008
35,56,175,0.002,0.002,0.003,0.011
35,63,0,0.003,0.003,0.003,0.011
35,63,7,0.003,0.003,0.004,0.011
35,63,14,0.003,0.005,0.004,0.007
35,63,21,0.003,0.003,0.004,0.005
35,63,28,0.003,0.004,0.003,0.015
35,63,35,0.003,0.002,0.004,0.01
35,63,42,0.003,0.004,0.004,0.018
35,63,49,0.003,0.005,0.003,0.005
35,63,56,0.003,0.003,0.003,0.004
35,63,63,0.004,0.005,0.003,0.007
35,63,70,0.002,0.002,0.001,0.007
35,63,77,0.002,0.004,0.004,0.004
35,63,84,0.003,0.004,0.003,0.005
35,63,91,0.002,0.003,0.002,0.007
35,63,98,0.003,0.005,0.004,0.001
35,63,105,0.003,0.002,0.002,0.002
35,63,112,0.004,0.005,0.003,0.004
35,63,119,0.004,0.002,0.004,0.004
35,63,126,0.003,0.002,0.002,0.001
35,63,133,0.003,0.002,0.003,0.002
35,63,140,0.004,0.003,0.002,0.001
35,63,147,0.003,0.002,0.003,0.001
35,63,154,0.003,0.003,0.003,0.001
35,63,161,0.003,0.003,0.003,0.006
35,63,168,0.003,0.003,0.003,0.008
35,63,175,0.004,0.003,0.004,0.011
35,70,0,0.003,0.004,0.003,0.012
35,70,7,0.003,0.003,0.002,0.006
35,70,14,0.003,0.002,0.003,0.008
35,70,21,0.004,0.003,0.004,0.013
35,70,28,0.004,0.003,0.003,0.005
35,70,35,0.003,0.003,0.003,0.003
35,70,42,0.003,0.003,0.003,0.011
35,70,49,0.002,0.004,0.002,0.005
35,70,56,0.003,0.003,0.003,0.009
35,70,63,0.003,0.003,0.003,0.01
35,70,70,0.003,0.005,0.002,0.008
35,70,77,0.003,0.002,0.003,0.003
35,70,84,0.003,0.003,0.002,0.006
35,70,91,0.004,0.003,0.003,0.006
35,70,98,0.003,0.002,0.003,0.001
35,70,105,0.003,0.003,0.002,0.006
35,70,112,0.004,0.003,0.003,0.004
35,70,119,0.004,0.002,0.004,0.002
35,70,126,0.003,0.004,0.003,0.001
35,70,133,0.003,0.003,0.002,0.001
35,70,140,0.003,0.003,0.003,0.001
35,70,147,0.003,0.004,0.003,0.001
35,70,154,0.003,0.003,0.003,0.002
35,70,161,0.003,0.002,0.004,0.005
35,70,168,0.003,0.002,0.003,0.006
35,70,175,0.003,0.003,0.002,0.008
35,77,0,0.002,0.004,0.003,0.014
35,77,7,0.003,0.005,0.004,0.011
35,77,14,0.003,0.004,0.003,0.014
35,77,21,0.004,0.004,0.004,0.005
35,77,28,0.003,0.004,0.001,0.002
35,77,35,0.003,0.002,0.002,0.019
35,77,42,0.003,0.003,0.002,0.003
35,77,49,0.003,0.002,0.005,0.019
35,77,56,0.003,0.003,0.003,0.009
35,77,63,0.003,0.003,0.004,0.005
35,77,70,0.004,0.004,0.003,0.004
35,77,77,0.002,0.004,0.004,0.006
35,77,84,0.003,0.003,0.002,0.005
35,77,91,0.003,0.004,0.003,0.008
35,77,98,0.002,0.002,0.002,0.006
35,77,105,0.003,0.003,0.004,0.007
35,77,112,0.004,0.002,0.002,0.005
35,77,119,0.003,0.004,0.004,0.003
35,77,126,0.003,0.002,0.004,0.003
35,77,133,0.003,0.003,0.004,0.004
35,77,140,0.003,0.002,0.002,0.002
35,77,147,0.003,0.003,0.004,0.002
35,77,154,0.003,0.003,0.003,0.001
35,77,161,0.003,0.003,0.003,0.007
35,77,168,0.003,0.003,0.003,0.01
35,77,175,0.003,0.003,0.003,0.018
35,84,0,0.002,0.004,0.003,0.056
35,84,7,0.004,0.006,0.003,0.038
35,84,14,0.003,0.005,0.005,0.005
35,84,21,0.005,0.008,0.005,0.014
35,84,28,0.004,0.003,0.002,0.015
35,84,35,0.003,0.005,0.003,0.036
35,84,42,0.006,0.009,0.009,0.046
35,84,49,0.005,0.006,0.004,0.034
35,84,56,0.003,0.006,0.002,0.015
35,84,63,0.005,0.008,0.005,0.005
35,84,70,0.003,0.004,0.004,0.009
35,84,77,0.004,0.003,0.005,0.009
35,84,84,0.004,0.002,0.002,0.013
35,84,91,0.005,0.003,0.003,0.022
35,84,98,0.003,0.002,0.009,0.019
35,84,105,0.004,0.004,0.005,0.016
35,84,112,0.003,0.007,0.002,0.011
35,84,119,0.003,0.004,0.004,0.007
35,84,126,0.005,0.007,0.006,0.005
35,84,133,0.005,0.006,0.005,0.003
35,84,140,0.004,0.002,0.002,0.007
35,84,147,0.006,0.003,0.006,0.005
35,84,154,0.007,0.005,0.007,0.004
35,84,161,0.002,0.003,0.002,0.003
35,84,168,0.003,0.003,0.003,0.028
35,84,175,0.007,0.003,0.006,0.078
42,0,0,0.0,0.336,0.0,0.0
42,0,7,0.0,0.0,0.323,0.0
42,0,14,0.0,0.346,0.377,0.197
42,0,21,0.29,0.028,0.341,0.165
42,0,28,0.0,0.0,0.0,0.0
42,0,35,0.0,0.0,0.0,0.182
42,0,42,0.0,0.0,0.0,0.363
42,0,49,0.0,0.0,0.0,0.368
42,0,56,0.269,0.0,0.222,0.0
42,0,63,0.0,0.268,0.0,0.365
42,0,70,0.27,0.172,0.0,0.0
42,0,77,0.0,0.0,0.308,0.233
42,0,84,0.0,0.0,0.387,0.0
42,0,91,0.0,0.0,0.0,0.367
42,0,98,0.0,0.0,0.0,0.0
42,0,105,0.0,0.0,0.0,0.362
42,0,112,0.285,0.0,0.271,0.0
42,0,119,0.0,0.0,0.0,0.413
42,0,126,0.0,0.0,0.0,0.0
42,0,133,0.0,0.0,0.0,0.318
42,0,140,0.0,0.0,0.0,0.21
42,0,147,0.0,0.0,0.0,0.0
42,0,154,0.0,0.0,0.0,0.169
42,0,161,0.0,0.168,0.0,0.268
42,0,168,0.236,0.0,0.0,0.176
42,0,175,0.259,0.372,0.0,0.0
42,7,0,0.005,0.047,0.038,0.009
42,7,7,0.618,1.167,0.003,0.004
42,7,14,0.01,0.016,0.001,0.038
42,7,21,0.061,0.705,0.007,0.317
42,7,28,0.011,0.002,0.014,0.008
42,7,35,0.006,0.226,0.44,0.003
42,7,42,0.008,0.006,0.221,0.005
42,7,49,0.002,0.005,0.003,0.032
42,7,56,0.029,0.004,0.129,0.338
42,7,63,0.014,0.06,0.002,0.056
42,7,70,0.001,0.033,0.003,0.75
42,7,77,0.023,0.002,0.002,0.002
42,7,84,0.002,0.021,0.018,0.024
42,7,91,0.003,0.407,0.002,0.004
42,7,98,0.478,0.006,0.011,0.016
42,7,105,0.006,0.003,0.097,0.004
42,7,112,0.003,0.155,0.005,0.01
42,7,119,0.179,0.004,0.003,0.061
42,7,126,0.003,0.068,0.007,0.123
42,7,133,0.049,0.07,0.002,1.427
42,7,140,0.006,0.458,0.015,0.198
42,7,147,0.014,0.012,0.005,0.154
42,7,154,0.003,0.01,0.018,0.052
42,7,161,0.056,0.002,0.002,0.013
42,7,168,0.484,0.014,2.227,0.006
42,7,175,0.002,0.007,0.0,0.346
42,14,0,0.001,0.0,0.0,0.0
42,14,7,0.001,0.001,0.002,0.002
42,14,14,0.002,0.001,0.006,0.001
42,14,21,0.016,0.006,0.005,0.008
42,14,28,0.001,0.001,0.003,0.001
42,14,35,0.011,0.006,0.001,0.0
42,14,42,0.002,0.003,0.008,0.007
42,14,49,0.005,0.001,0.003,0.003
42,14,56,0.001,0.001,0.001,0.01
42,14,63,0.002,0.001,0.001,0.002
42,14,70,0.011,0.002,0.005,0.004
42,14,77,0.001,0.002,0.002,0.001
42,14,84,0.002,0.001,0.001,0.001
42,14,91,0.002,0.002,0.001,0.002
42,14,98,0.001,0.012,0.001,0.004
42,14,105,0.001,0.001,0.002,0.001
42,14,112,0.009,0.001,0.006,0.003
42,14,119,0.002,0.001,0.004,0.008
42,14,126,0.003,0.003,0.004,0.002
42,14,133,0.002,0.004,0.001,0.002
42,14,140,0.001,0.001,0.001,0.003
42,14,147,0.002,0.001,0.001,0.001
42,14,154,0.004,0.002,0.002,0.006
42,14,161,0.006,0.002,0.002,0.002
42,14,168,0.001,0.001,0.001,0.003
42,14,175,0.007,0.007,0.001,0.076
42,21,0,0.001,0.008,0.001,0.0
42,21,7,0.001,0.004,0.001,0.003
42,21,14,0.001,0.008,0.001,0.011
42,21,21,0.009,0.005,0.002,0.001
42,21,28,0.013,0.013,0.006,0.007
42,21,35,0.004,0.001,0.002,0.002
42,21,42,0.004,0.001,0.008,0.013
42,21,49,0.001,0.003,0.001,0.007
42,21,56,0.003,0.009,0.008,0.009
42,21,63,0.001,0.008,0.002,0.02
42,21,70,0.001,0.007,0.002,0.012
42,21,77,0.003,0.011,0.011,0.016
42,21,84,0.007,0.002,0.006,0.002
42,21,91,0.006,0.001,0.001,0.006
42,21,98,0.01,0.003,0.011,0.011
42,21,105,0.003,0.003,0.001,0.003
42,21,112,0.006,0.001,0.001,0.002
42,21,119,0.001,0.011,0.001,0.002
42,21,126,0.001,0.013,0.003,0.003
42,21,133,0.002,0.001,0.001,0.001
42,21,140,0.008,0.005,0.001,0.002
42,21,147,0.007,0.001,0.002,0.002
42,21,154,0.007,0.0,0.001,0.009
42,21,161,0.002,0.0,0.001,0.001
42,21,168,0.009,0.002,0.002,0.001
42,21,175,0.001,0.003,0.001,0.005
42,28,0,0.0,0.002,0.001,0.015
42,28,7,0.007,0.003,0.005,0.001
42,28,14,0.002,0.002,0.005,0.009
42,28,21,0.001,0.003,0.002,0.016
42,28,28,0.005,0.007,0.002,0.001
42,28,35,0.001,0.008,0.004,0.008
42,28,42,0.001,0.004,0.006,0.008
42,28,49,0.001,0.004,0.001,0.011
42,28,56,0.006,0.004,0.004,0.002
42,28,63,0.001,0.004,0.004,0.005
42,28,70,0.007,0.006,0.004,0.016
42,28,77,0.002,0.004,0.003,0.003
42,28,84,0.001,0.004,0.006,0.009
42,28,91,0.006,0.006,0.003,0.003
42,28,98,0.008,0.008,0.006,0.001
42,28,105,0.007,0.006,0.002,0.001
42,28,112,0.004,0.005,0.002,0.004
42,28,119,0.005,0.004,0.009,0.007
42,28,126,0.003,0.001,0.001,0.001
42,28,133,0.003,0.001,0.001,0.001
42,28,140,0.001,0.01,0.009,0.001
42,28,147,0.003,0.001,0.002,0.001
42,28,154,0.005,0.004,0.004,0.002
42,28,161,0.001,0.009,0.007,0.002
42,28,168,0.009,0.008,0.009,0.004
42,28,175,0.002,0.001,0.002,0.021
42,35,0,0.002,0.004,0.007,0.004
42,35,7,0.005,0.007,0.005,0.011
42,35,14,0.006,0.001,0.002,0.009
42,35,21,0.001,0.002,0.007,0.005
42,35,28,0.007,0.007,0.007,0.008
42,35,35,0.002,0.002,0.006,0.005
42,35,42,0.006,0.008,0.007,0.006
42,35,49,0.001,0.004,0.001,0.003
42,35,56,0.005,0.002,0.004,0.004
42,35,63,0.001,0.003,0.001,0.014
42,35,70,0.006,0.007,0.003,0.007
42,35,77,0.003,0.007,0.002,0.007
42,35,84,0.002,0.001,0.002,0.007
42,35,91,0.004,0.007,0.006,0.009
42,35,98,0.005,0.004,0.007,0.007
42,35,105,0.006,0.003,0.005,0.001
42,35,112,0.004,0.006,0.006,0.007
42,35,119,0.005,0.005,0.007,0.001
42,35,126,0.005,0.001,0.002,0.001
42,35,133,0.006,0.004,0.0,0.001
42,35,140,0.005,0.007,0.006,0.002
42,35,147,0.003,0.001,0.001,0.001
42,35,154,0.006,0.004,0.004,0.001
42,35,161,0.006,0.008,0.005,0.006
42,35,168,0.002,0.008,0.002,0.001
42,35,175,0.002,0.001,0.006,0.004
42,42,0,0.002,0.005,0.004,0.015
42,42,7,0.004,0.002,0.004,0.011
42,42,14,0.005,0.006,0.005,0.011
42,42,21,0.004,0.005,0.004,0.012
42,42,28,0.004,0.004,0.001,0.012
42,42,35,0.005,0.004,0.004,0.005
42,42,42,0.006,0.003,0.005,0.007
42,42,49,0.004,0.002,0.003,0.004
42,42,56,0.003,0.005,0.005,0.005
42,42,63,0.003,0.006,0.004,0.007
42,42,70,0.005,0.005,0.006,0.006
42,42,77,0.004,0.005,0.005,0.007
42,42,84,0.002,0.004,0.005,0.007
42,42,91,0.003,0.005,0.003,0.001
42,42,98,0.005,0.003,0.005,0.007
42,42,105,0.006,0.001,0.001,0.005
42,42,112,0.005,0.006,0.005,0.005
42,42,119,0.005,0.005,0.003,0.001
42,42,126,0.004,0.005,0.004,0.002
42,42,133,0.005,0.005,0.005,0.002
42,42,140,0.003,0.005,0.003,0.002
42,42,147,0.004,0.001,0.005,0.002
42,42,154,0.004,0.005,0.004,0.001
42,42,161,0.002,0.005,0.002,0.009
42,42,168,0.003,0.005,0.002,0.008
42,42,175,0.002,0.006,0.005,0.008
42,49,0,0.002,0.002,0.002,0.004
42,49,7,0.004,0.004,0.005,0.018
42,49,14,0.002,0.005,0.004,0.005
42,49,21,0.005,0.003,0.002,0.006
42,49,28,0.004,0.005,0.004,0.004
42,49,35,0.003,0.004,0.005,0.007
42,49,42,0.004,0.004,0.003,0.008
42,49,49,0.003,0.005,0.005,0.004
42,49,56,0.004,0.002,0.001,0.003
42,49,63,0.005,0.005,0.004,0.006
42,49,70,0.004,0.003,0.004,0.005
42,49,77,0.005,0.002,0.005,0.008
42,49,84,0.005,0.005,0.003,0.005
42,49,91,0.004,0.005,0.005,0.005
42,49,98,0.005,0.005,0.005,0.004
42,49,105,0.003,0.005,0.004,0.001
42,49,112,0.005,0.005,0.005,0.005
42,49,119,0.004,0.001,0.004,0.002
42,49,126,0.004,0.004,0.005,0.001
42,49,133,0.004,0.001,0.002,0.001
42,49,140,0.004,0.004,0.004,0.0
42,49,147,0.004,0.005,0.002,0.002
42,49,154,0.002,0.002,0.002,0.001
42,49,161,0.004,0.004,0.003,0.003
42,49,168,0.003,0.003,0.004,0.004
42,49,175,0.003,0.002,0.005,0.005
42,56,0,0.003,0.004,0.002,0.01
42,56,7,0.004,0.005,0.002,0.006
42,56,14,0.003,0.003,0.004,0.005
42,56,21,0.003,0.004,0.002,0.009
42,56,28,0.003,0.002,0.004,0.01
42,56,35,0.003,0.003,0.003,0.004
42,56,42,0.003,0.005,0.003,0.008
42,56,49,0.003,0.004,0.004,0.007
42,56,56,0.004,0.003,0.003,0.004
42,56,63,0.003,0.002,0.005,0.005
42,56,70,0.004,0.004,0.004,0.005
42,56,77,0.005,0.005,0.003,0.005
42,56,84,0.003,0.003,0.003,0.005
42,56,91,0.003,0.003,0.003,0.006
42,56,98,0.003,0.004,0.005,0.004
42,56,105,0.002,0.003,0.003,0.006
42,56,112,0.004,0.004,0.003,0.003
42,56,119,0.004,0.004,0.004,0.004
42,56,126,0.004,0.003,0.003,0.001
42,56,133,0.003,0.003,0.005,0.001
42,56,140,0.004,0.003,0.004,0.002
42,56,147,0.004,0.003,0.003,0.001
42,56,154,0.002,0.004,0.004,0.003
42,56,161,0.003,0.004,0.004,0.005
42,56,168,0.004,0.001,0.004,0.008
42,56,175,0.005,0.002,0.003,0.01
42,63,0,0.003,0.003,0.002,0.008
42,63,7,0.003,0.005,0.004,0.012
42,63,14,0.003,0.003,0.003,0.007
42,63,21,0.003,0.003,0.002,0.005
42,63,28,0.004,0.004,0.003,0.007
42,63,35,0.004,0.003,0.002,0.014
42,63,42,0.004,0.004,0.002,0.008
42,63,49,0.004,0.003,0.002,0.004
42,63,56,0.003,0.003,0.003,0.003
42,63,63,0.003,0.002,0.003,0.003
42,63,70,0.004,0.003,0.003,0.004
42,63,77,0.003,0.003,0.003,0.006
42,63,84,0.003,0.003,0.002,0.002
42,63,91,0.004,0.004,0.003,0.006
42,63,98,0.003,0.003,0.002,0.005
42,63,105,0.003,0.003,0.003,0.005
42,63,112,0.003,0.003,0.002,0.002
42,63,119,0.003,0.004,0.003,0.003
42,63,126,0.004,0.003,0.004,0.003
42,63,133,0.001,0.001,0.001,0.001
42,63,140,0.003,0.003,0.004,0.001
42,63,147,0.003,0.003,0.002,0.001
42,63,154,0.002,0.005,0.003,0.002
42,63,161,0.003,0.002,0.005,0.005
42,63,168,0.003,0.003,0.003,0.007
42,63,175,0.003,0.004,0.004,0.01
42,70,0,0.003,0.002,0.002,0.008
42,70,7,0.004,0.004,0.003,0.005
42,70,14,0.003,0.004,0.003,0.004
42,70,21,0.003,0.003,0.003,0.004
42,70,28,0.003,0.004,0.003,0.004
42,70,35,0.003,0.003,0.003,0.007
42,70,42,0.004,0.003,0.004,0.011
42,70,49,0.003,0.004,0.003,0.01
42,70,56,0.003,0.004,0.003,0.007
42,70,63,0.002,0.003,0.003,0.007
42,70,70,0.003,0.004,0.003,0.005
42,70,77,0.003,0.003,0.002,0.006
42,70,84,0.004,0.002,0.003,0.006
42,70,91,0.003,0.004,0.003,0.004
42,70,98,0.003,0.003,0.003,0.006
42,70,105,0.003,0.003,0.003,0.006
42,70,112,0.003,0.003,0.002,0.005
42,70,119,0.003,0.004,0.002,0.004
42,70,126,0.003,0.002,0.003,0.002
42,70,133,0.003,0.002,0.003,0.002
42,70,140,0.003,0.004,0.004,0.001
42,70,147,0.003,0.001,0.003,0.002
42,70,154,0.003,0.004,0.002,0.003
42,70,161,0.003,0.004,0.004,0.006
42,70,168,0.003,0.003,0.003,0.004
42,70,175,0.003,0.003,0.003,0.013
42,77,0,0.003,0.003,0.003,0.009
42,77,7,0.003,0.004,0.003,0.014
42,77,14,0.003,0.004,0.003,0.005
42,77,21,0.004,0.004,0.003,0.012
42,77,28,0.003,0.004,0.005,0.007
42,77,35,0.003,0.004,0.002,0.006
42,77,42,0.003,0.004,0.003,0.017
42,77,49,0.003,0.004,0.001,0.007
42,77,56,0.003,0.004,0.003,0.007
42,77,63,0.004,0.004,0.002,0.004
42,77,70,0.003,0.003,0.004,0.005
42,77,77,0.003,0.003,0.003,0.005
42,77,84,0.004,0.003,0.004,0.005
42,77,91,0.003,0.002,0.002,0.003
42,77,98,0.003,0.004,0.004,0.01
42,77,105,0.003,0.003,0.002,0.007
42,77,112,0.003,0.004,0.004,0.007
42,77,119,0.003,0.002,0.002,0.003
42,77,126,0.003,0.004,0.004,0.003
42,77,133,0.002,0.003,0.002,0.002
42,77,140,0.003,0.004,0.004,0.001
42,77,147,0.002,0.002,0.002,0.002
42,77,154,0.003,0.002,0.003,0.001
42,77,161,0.004,0.005,0.003,0.007
42,77,168,0.003,0.003,0.003,0.008
42,77,175,0.004,0.003,0.003,0.015
42,84,0,0.005,0.005,0.003,0.039
42,84,7,0.003,0.004,0.004,0.038
42,84,14,0.003,0.004,0.005,0.006
42,84,21,0.007,0.006,0.004,0.007
42,84,28,0.003,0.004,0.007,0.014
42,84,35,0.003,0.002,0.002,0.022
42,84,42,0.006,0.003,0.002,0.014
42,84,49,0.004,0.006,0.005,0.017
42,84,56,0.003,0.006,0.004,0.013
42,84,63,0.004,0.003,0.002,0.005
42,84,70,0.003,0.004,0.003,0.004
42,84,77,0.004,0.004,0.004,0.004
42,84,84,0.006,0.006,0.007,0.006
42,84,91,0.003,0.005,0.002,0.005
42,84,98,0.002,0.003,0.002,0.019
42,84,105,0.004,0.004,0.004,0.016
42,84,112,0.003,0.004,0.004,0.01
42,84,119,0.004,0.002,0.004,0.001
42,84,126,0.003,0.003,0.002,0.002
42,84,133,0.003,0.004,0.005,0.008
42,84,140,0.002,0.004,0.005,0.002
42,84,147,0.004,0.002,0.003,0.002
42,84,154,0.005,0.001,0.004,0.004
42,84,161,0.004,0.003,0.003,0.009
42,84,168,0.004,0.003,0.003,0.024
42,84,175,0.007,0.002,0.005,0.066
49,0,0,0.261,0.0,0.358,0.0
49,0,7,0.251,0.238,0.0,0.18
49,0,14,0.232,0.0,0.0,0.0
49,0,21,0.0,0.136,0.293,0.206
49,0,28,0.0,0.27,0.0,0.0
49,0,35,0.0,0.0,0.0,0.0
49,0,42,0.245,0.257,0.301,0.0
49,0,49,0.291,0.283,0.337,0.317
49,0,56,0.151,0.0,0.0,0.237
49,0,63,0.0,0.0,0.0,0.223
49,0,70,0.0,0.122,0.319,0.439
49,0,77,0.266,0.009,0.0,0.224
49,0,84,0.0,0.0,0.0,0.522
49,0,91,0.0,0.0,0.0,0.412
49,0,98,0.0,0.0,0.0,0.499
49,0,105,0.0,0.0,0.0,0.0
49,0,112,0.256,0.199,0.0,0.0
49,0,119,0.0,0.0,0.0,0.0
49,0,126,0.289,0.0,0.351,0.0
49,0,133,0.0,0.0,0.0,0.0
49,0,140,0.287,0.0,0.0,0.456
49,0,147,0.0,0.0,0.0,0.0
49,0,154,0.0,0.0,0.0,0.167
49,0,161,0.0,0.258,0.0,0.0
49,0,168,0.123,0.0,0.327,0.0
49,0,175,0.307,0.0,0.0,0.328
49,7,0,0.001,0.001,0.035,0.006
49,7,7,0.375,0.012,0.001,0.009
49,7,14,0.064,0.014,0.019,0.035
49,7,21,0.0,0.09,0.001,0.349
49,7,28,0.005,0.076,0.001,0.316
49,7,35,0.006,0.042,0.011,0.004
49,7,42,0.009,0.03,0.011,0.027
49,7,49,0.005,0.273,0.001,0.231
49,7,56,0.01,0.196,2.566,0.305
49,7,63,0.009,0.006,0.003,0.032
49,7,70,0.007,0.619,0.004,0.007
49,7,77,0.01,0.038,0.008,0.046
49,7,84,0.023,1.519,0.022,0.006
49,7,91,0.007,0.004,0.006,0.005
49,7,98,0.001,0.155,0.429,0.003
49,7,105,0.421,0.004,0.019,0.26
49,7,112,0.003,0.009,0.005,0.032
49,7,119,0.005,0.184,0.002,0.563
49,7,126,0.014,0.002,0.618,0.005
49,7,133,0.005,0.004,0.022,1.226
49,7,140,0.005,0.362,0.005,0.963
49,7,147,0.001,0.144,0.005,0.003
49,7,154,0.001,0.002,0.003,0.12
49,7,161,0.022,1.298,0.026,0.014
49,7,168,0.023,0.017,0.577,1.608
49,7,175,0.087,0.232,0.899,0.41
49,14,0,0.001,0.016,0.003,0.004
49,14,7,0.001,0.001,0.007,0.024
49,14,14,0.003,0.009,0.003,0.001
49,14,21,0.007,0.005,0.003,0.012
49,14,28,0.001,0.002,0.002,0.005
49,14,35,0.004,0.008,0.006,0.179
49,14,42,0.003,0.001,0.001,0.004
49,14,49,0.002,0.002,0.001,0.034
49,14,56,0.002,0.002,0.002,0.005
49,14,63,0.002,0.002,0.001,0.001
49,14,70,0.012,0.002,0.01,0.01
49,14,77,0.002,0.004,0.001,0.003
49,14,84,0.001,0.002,0.001,0.004
49,14,91,0.001,0.001,0.002,0.004
49,14,98,0.004,0.002,0.001,0.002
49,14,105,0.001,0.0,0.01,0.002
49,14,112,0.02,0.004,0.013,0.002
49,14,119,0.002,0.001,0.002,0.003
49,14,126,0.017,0.002,0.001,0.004
49,14,133,0.001,0.002,0.001,0.474
49,14,140,0.005,0.002,0.001,0.003
49,14,147,0.001,0.005,0.001,0.0
49,14,154,0.005,0.009,0.001,0.027
49,14,161,0.005,0.003,0.004,0.0
49,14,168,0.004,0.002,0.004,0.003
49,14,175,0.001,0.005,0.013,0.339
49,21,0,0.001,0.002,0.01,0.029
49,21,7,0.007,0.002,0.002,0.012
49,21,14,0.001,0.005,0.001,0.001
49,21,21,0.001,0.016,0.007,0.005
49,21,28,0.001,0.008,0.003,0.006
49,21,35,0.012,0.008,0.012,0.005
49,21,42,0.001,0.001,0.001,0.002
49,21,49,0.007,0.001,0.009,0.01
49,21,56,0.001,0.003,0.001,0.013
49,21,63,0.009,0.001,0.007,0.016
49,21,70,0.002,0.007,0.002,0.003
49,21,77,0.001,0.007,0.001,0.008
49,21,84,0.015,0.012,0.009,0.009
49,21,91,0.009,0.005,0.001,0.007
49,21,98,0.016,0.003,0.003,0.003
49,21,105,0.014,0.002,0.012,0.007
49,21,112,0.004,0.001,0.001,0.001
49,21,119,0.013,0.002,0.003,0.002
49,21,126,0.003,0.0,0.009,0.007
49,21,133,0.001,0.001,0.003,0.008
49,21,140,0.002,0.007,0.002,0.003
49,21,147,0.007,0.003,0.005,0.002
49,21,154,0.006,0.002,0.002,0.0
49,21,161,0.002,0.001,0.003,0.009
49,21,168,0.004,0.001,0.001,0.017
49,21,175,0.01,0.003,0.006,0.03
49,28,0,0.004,0.008,0.001,0.0
49,28,7,0.003,0.002,0.004,0.014
49,28,14,0.008,0.003,0.008,0.003
49,28,21,0.009,0.011,0.01,0.001
49,28,28,0.005,0.003,0.009,0.013
49,28,35,0.01,0.01,0.011,0.007
49,28,42,0.007,0.007,0.002,0.006
49,28,49,0.003,0.011,0.0,0.007
49,28,56,0.009,0.008,0.01,0.007
49,28,63,0.001,0.009,0.004,0.016
49,28,70,0.002,0.011,0.001,0.002
49,28,77,0.006,0.002,0.001,0.008
49,28,84,0.005,0.007,0.008,0.011
49,28,91,0.001,0.001,0.001,0.001
49,28,98,0.011,0.002,0.001,0.009
49,28,105,0.01,0.01,0.011,0.009
49,28,112,0.001,0.01,0.001,0.004
49,28,119,0.01,0.005,0.001,0.004
49,28,126,0.007,0.002,0.005,0.001
49,28,133,0.001,0.004,0.01,0.001
49,28,140,0.003,0.0,0.0,0.006
49,28,147,0.008,0.001,0.004,0.001
49,28,154,0.002,0.001,0.009,0.001
49,28,161,0.007,0.01,0.001,0.001
49,28,168,0.009,0.008,0.005,0.022
49,28,175,0.005,0.008,0.009,0.022
49,35,0,0.006,0.004,0.002,0.014
49,35,7,0.009,0.009,0.006,0.015
49,35,14,0.005,0.003,0.003,0.003
49,35,21,0.007,0.006,0.004,0.006
49,35,28,0.004,0.008,0.005,0.006
49,35,35,0.0,0.008,0.007,0.008
49,35,42,0.006,0.007,0.007,0.005
49,35,49,0.006,0.004,0.008,0.009
49,35,56,0.004,0.007,0.007,0.004
49,35,63,0.005,0.001,0.006,0.004
49,35,70,0.005,0.005,0.004,0.008
49,35,77,0.007,0.007,0.007,0.011
49,35,84,0.007,0.006,0.004,0.006
49,35,91,0.002,0.005,0.001,0.002
49,35,98,0.003,0.007,0.002,0.006
49,35,105,0.004,0.007,0.009,0.007
49,35,112,0.006,0.004,0.006,0.004
49,35,119,0.004,0.003,0.005,0.003
49,35,126,0.004,0.004,0.007,0.002
49,35,133,0.004,0.004,0.007,0.007
49,35,140,0.007,0.008,0.007,0.006
49,35,147,0.001,0.009,0.005,0.003
49,35,154,0.008,0.004,0.006,0.001
49,35,161,0.004,0.007,0.002,0.002
49,35,168,0.005,0.007,0.001,0.01
49,35,175,0.004,0.005,0.002,0.012
49,42,0,0.004,0.005,0.003,0.014
49,42,7,0.006,0.006,0.006,0.017
49,42,14,0.003,0.004,0.005,0.004
49,42,21,0.007,0.007,0.005,0.008
49,42,28,0.007,0.006,0.007,0.009
49,42,35,0.002,0.002,0.002,0.011
49,42,42,0.006,0.006,0.006,0.006
