Euler1,Euler2,Euler3,6samples,10samples,12samples,14samples,18samples
28,63,147,0.005,0.003,0.003,0.003,0.003
28,63,154,0.006,0.003,0.004,0.002,0.003
28,63,161,0.003,0.003,0.004,0.002,0.001
28,63,168,0.008,0.003,0.003,0.003,0.004
28,63,175,0.01,0.004,0.004,0.004,0.003
28,70,0,0.006,0.004,0.003,0.004,0.004
28,70,7,0.004,0.003,0.003,0.003,0.003
28,70,14,0.003,0.004,0.002,0.004,0.003
28,70,21,0.005,0.003,0.002,0.002,0.004
28,70,28,0.004,0.002,0.003,0.002,0.003
28,70,35,0.005,0.003,0.003,0.004,0.002
28,70,42,0.003,0.003,0.002,0.004,0.004
28,70,49,0.006,0.003,0.003,0.002,0.002
28,70,56,0.006,0.003,0.003,0.004,0.003
28,70,63,0.005,0.001,0.003,0.004,0.003
28,70,70,0.007,0.004,0.002,0.002,0.002
28,70,77,0.003,0.004,0.002,0.003,0.003
28,70,84,0.004,0.002,0.004,0.002,0.003
28,70,91,0.004,0.003,0.003,0.002,0.002
28,70,98,0.003,0.002,0.003,0.003,0.004
28,70,105,0.004,0.004,0.002,0.004,0.002
28,70,112,0.005,0.004,0.002,0.003,0.002
28,70,119,0.005,0.003,0.005,0.003,0.003
28,70,126,0.007,0.003,0.003,0.002,0.002
28,70,133,0.006,0.003,0.002,0.004,0.002
28,70,140,0.004,0.002,0.003,0.004,0.004
28,70,147,0.004,0.003,0.003,0.004,0.003
28,70,154,0.006,0.002,0.004,0.001,0.002
28,70,161,0.004,0.003,0.003,0.002,0.004
28,70,168,0.006,0.004,0.002,0.003,0.003
28,70,175,0.004,0.003,0.002,0.002,0.002
28,77,0,0.006,0.004,0.003,0.003,0.003
28,77,7,0.015,0.003,0.003,0.003,0.003
28,77,14,0.007,0.004,0.003,0.003,0.003
28,77,21,0.009,0.003,0.003,0.005,0.003
28,77,28,0.002,0.005,0.004,0.002,0.002
28,77,35,0.017,0.003,0.003,0.003,0.003
28,77,42,0.008,0.005,0.002,0.003,0.002
28,77,49,0.009,0.004,0.003,0.003,0.004
28,77,56,0.007,0.004,0.002,0.004,0.002
28,77,63,0.007,0.011,0.003,0.004,0.004
28,77,70,0.004,0.003,0.003,0.002,0.003
28,77,77,0.004,0.002,0.003,0.004,0.003
28,77,84,0.004,0.003,0.002,0.003,0.003
28,77,91,0.007,0.005,0.004,0.002,0.004
28,77,98,0.012,0.003,0.005,0.004,0.004
28,77,105,0.016,0.003,0.001,0.002,0.002
28,77,112,0.009,0.002,0.004,0.002,0.003
28,77,119,0.003,0.005,0.002,0.003,0.001
28,77,126,0.012,0.002,0.004,0.002,0.003
28,77,133,0.006,0.004,0.003,0.004,0.003
28,77,140,0.003,0.003,0.003,0.003,0.004
28,77,147,0.005,0.004,0.003,0.003,0.002
28,77,154,0.003,0.003,0.003,0.003,0.003
28,77,161,0.003,0.006,0.004,0.002,0.003
28,77,168,0.007,0.003,0.003,0.002,0.003
28,77,175,0.007,0.005,0.003,0.003,0.003
28,84,0,0.004,0.007,0.003,0.008,0.003
28,84,7,0.021,0.004,0.009,0.004,0.011
28,84,14,0.012,0.005,0.004,0.004,0.003
28,84,21,0.059,0.003,0.002,0.004,0.006
28,84,28,0.014,0.01,0.007,0.003,0.004
28,84,35,0.075,0.007,0.001,0.008,0.002
28,84,42,0.017,0.003,0.006,0.003,0.004
28,84,49,0.022,0.016,0.003,0.007,0.003
28,84,56,0.009,0.01,0.006,0.004,0.005
28,84,63,0.013,0.018,0.005,0.007,0.008
28,84,70,0.007,0.003,0.005,0.007,0.004
28,84,77,0.019,0.003,0.003,0.003,0.003
28,84,84,0.013,0.003,0.002,0.006,0.002
28,84,91,0.056,0.004,0.005,0.004,0.003
28,84,98,0.063,0.006,0.005,0.008,0.01
28,84,105,0.034,0.003,0.009,0.007,0.004
28,84,112,0.013,0.004,0.003,0.006,0.003
28,84,119,0.027,0.003,0.004,0.003,0.003
28,84,126,0.01,0.017,0.004,0.004,0.005
28,84,133,0.006,0.006,0.004,0.003,0.005
28,84,140,0.005,0.01,0.004,0.006,0.004
28,84,147,0.015,0.005,0.012,0.008,0.009
28,84,154,0.019,0.007,0.003,0.003,0.002
28,84,161,0.008,0.003,0.003,0.004,0.001
28,84,168,0.021,0.017,0.008,0.005,0.006
28,84,175,0.005,0.004,0.005,0.006,0.003
35,0,0,0.0,0.0,0.0,0.0,0.258
35,0,7,0.0,0.0,0.0,0.0,0.239
35,0,14,0.0,0.191,0.0,0.0,0.0
35,0,21,0.0,0.0,0.0,0.285,0.296
35,0,28,0.0,0.0,0.0,0.0,0.244
35,0,35,0.0,0.0,0.0,0.267,0.268
35,0,42,0.0,0.0,0.0,0.0,0.285
35,0,49,0.0,0.0,0.0,0.0,0.251
35,0,56,0.001,0.404,0.205,0.335,0.315
35,0,63,0.435,0.0,0.0,0.244,0.249
35,0,70,0.0,0.0,0.0,0.281,0.275
35,0,77,0.0,0.037,0.0,0.286,0.0
35,0,84,0.001,0.25,0.0,0.345,0.253
35,0,91,0.0,0.174,0.401,0.0,0.213
35,0,98,0.0,0.408,0.0,0.0,0.125
35,0,105,0.0,0.0,0.275,0.0,0.272
35,0,112,0.425,0.233,0.212,0.0,0.0
35,0,119,0.547,0.0,0.0,0.0,0.233
35,0,126,0.0,0.0,0.0,0.0,0.0
35,0,133,0.0,0.0,0.0,0.373,0.264
35,0,140,0.001,0.0,0.0,0.328,0.0
35,0,147,0.0,0.0,0.0,0.0,0.0
35,0,154,0.0,0.0,0.28,0.377,0.024
35,0,161,0.0,0.0,0.246,0.115,0.0
35,0,168,0.413,0.0,0.0,0.17,0.0
35,0,175,1.284,0.0,0.234,0.0,0.0
35,7,0,0.013,0.001,0.016,0.001,0.008
35,7,7,0.718,0.01,0.008,0.004,0.055
35,7,14,0.127,0.012,0.163,0.011,0.002
35,7,21,0.706,0.17,0.009,0.003,0.018
35,7,28,0.929,0.045,0.028,0.047,0.003
35,7,35,0.077,0.028,0.885,1.079,0.004
35,7,42,1.13,0.072,0.106,0.063,0.006
35,7,49,0.033,0.076,0.056,0.005,0.008
35,7,56,0.194,0.071,0.058,0.057,0.006
35,7,63,0.31,0.15,0.01,0.002,0.198
35,7,70,0.338,0.126,0.002,0.009,0.007
35,7,77,0.435,0.02,0.832,0.024,0.002
35,7,84,1.221,0.018,0.103,0.007,0.011
35,7,91,0.256,0.056,0.005,0.008,0.004
35,7,98,0.233,0.13,0.006,0.011,0.004
35,7,105,0.155,0.081,0.036,0.002,0.013
35,7,112,0.35,0.055,0.112,0.01,0.039
35,7,119,0.408,0.083,0.215,0.007,0.002
35,7,126,0.831,0.007,0.632,0.229,0.074
35,7,133,0.389,0.164,0.049,0.01,0.004
35,7,140,0.389,0.324,0.46,0.001,0.002
35,7,147,0.334,0.009,0.029,0.148,0.004
35,7,154,0.957,0.822,0.066,0.031,0.04
35,7,161,0.337,0.527,1.13,0.005,0.004
35,7,168,1.058,0.219,0.033,0.005,0.002
35,7,175,0.357,0.008,0.342,0.007,0.006
35,14,0,0.013,0.015,0.003,0.001,0.001
35,14,7,0.014,0.007,0.002,0.009,0.002
35,14,14,0.024,0.008,0.018,0.007,0.011
35,14,21,0.017,0.016,0.013,0.007,0.002
35,14,28,0.034,0.008,0.0,0.002,0.005
35,14,35,0.03,0.033,0.014,0.013,0.014
35,14,42,0.017,0.004,0.004,0.001,0.002
35,14,49,0.011,0.017,0.017,0.011,0.01
35,14,56,0.022,0.012,0.009,0.001,0.003
35,14,63,0.024,0.015,0.001,0.001,0.001
35,14,70,0.108,0.023,0.001,0.002,0.001
35,14,77,0.018,0.005,0.002,0.012,0.001
35,14,84,0.034,0.016,0.008,0.002,0.002
35,14,91,0.098,0.007,0.003,0.012,0.014
35,14,98,0.101,0.036,0.018,0.001,0.002
35,14,105,0.051,0.004,0.017,0.011,0.001
35,14,112,0.067,0.008,0.013,0.01,0.007
35,14,119,0.001,0.02,0.002,0.001,0.002
35,14,126,0.054,0.007,0.012,0.003,0.011
35,14,133,0.017,0.059,0.002,0.003,0.001
35,14,140,0.019,0.006,0.003,0.001,0.001
35,14,147,0.05,0.028,0.007,0.001,0.001
35,14,154,0.058,0.125,0.009,0.016,0.011
35,14,161,0.026,0.003,0.052,0.007,0.001
35,14,168,0.044,0.007,0.004,0.001,0.006
35,14,175,0.132,0.03,0.033,0.001,0.005
35,21,0,0.049,0.011,0.01,0.002,0.008
35,21,7,0.016,0.003,0.007,0.001,0.01
35,21,14,0.031,0.008,0.007,0.004,0.004
35,21,21,0.037,0.009,0.005,0.005,0.001
35,21,28,0.01,0.001,0.0,0.006,0.004
35,21,35,0.014,0.011,0.001,0.001,0.001
35,21,42,0.015,0.006,0.012,0.001,0.005
35,21,49,0.008,0.006,0.002,0.004,0.005
35,21,56,0.001,0.014,0.001,0.001,0.007
35,21,63,0.011,0.009,0.004,0.001,0.001
35,21,70,0.016,0.001,0.013,0.008,0.006
35,21,77,0.013,0.002,0.003,0.006,0.001
35,21,84,0.018,0.014,0.006,0.001,0.004
35,21,91,0.008,0.001,0.003,0.001,0.005
35,21,98,0.028,0.003,0.009,0.009,0.001
35,21,105,0.004,0.007,0.002,0.001,0.001
35,21,112,0.011,0.008,0.012,0.002,0.006
35,21,119,0.01,0.003,0.007,0.007,0.001
35,21,126,0.016,0.014,0.012,0.003,0.005
35,21,133,0.026,0.001,0.005,0.005,0.005
35,21,140,0.008,0.001,0.009,0.012,0.008
35,21,147,0.016,0.006,0.007,0.002,0.008
35,21,154,0.028,0.009,0.002,0.003,0.004
35,21,161,0.021,0.006,0.004,0.001,0.001
35,21,168,0.049,0.006,0.006,0.004,0.001
35,21,175,0.006,0.003,0.001,0.003,0.0
35,28,0,0.011,0.001,0.005,0.007,0.001
35,28,7,0.016,0.003,0.006,0.003,0.002
35,28,14,0.005,0.011,0.008,0.003,0.008
35,28,21,0.017,0.004,0.002,0.002,0.003
35,28,28,0.009,0.003,0.002,0.007,0.002
35,28,35,0.015,0.003,0.0,0.002,0.001
35,28,42,0.003,0.003,0.008,0.008,0.006
35,28,49,0.012,0.006,0.002,0.003,0.001
35,28,56,0.002,0.007,0.003,0.007,0.004
35,28,63,0.006,0.001,0.002,0.001,0.0
35,28,70,0.006,0.005,0.004,0.001,0.005
35,28,77,0.006,0.005,0.003,0.007,0.004
35,28,84,0.007,0.009,0.007,0.002,0.005
35,28,91,0.008,0.004,0.004,0.003,0.003
35,28,98,0.017,0.009,0.004,0.006,0.006
35,28,105,0.006,0.004,0.002,0.002,0.001
35,28,112,0.008,0.001,0.005,0.001,0.005
35,28,119,0.008,0.009,0.002,0.005,0.002
35,28,126,0.006,0.006,0.005,0.003,0.008
35,28,133,0.004,0.008,0.0,0.002,0.003
35,28,140,0.01,0.002,0.003,0.004,0.002
35,28,147,0.003,0.004,0.003,0.007,0.002
35,28,154,0.018,0.007,0.006,0.002,0.007
35,28,161,0.019,0.007,0.001,0.001,0.004
35,28,168,0.008,0.009,0.008,0.007,0.002
35,28,175,0.008,0.01,0.005,0.005,0.008
35,35,0,0.002,0.001,0.001,0.008,0.001
35,35,7,0.001,0.006,0.002,0.004,0.002
35,35,14,0.003,0.006,0.006,0.002,0.002
35,35,21,0.005,0.006,0.006,0.002,0.007
35,35,28,0.002,0.005,0.004,0.006,0.004
35,35,35,0.007,0.005,0.007,0.001,0.005
35,35,42,0.005,0.004,0.007,0.004,0.005
35,35,49,0.012,0.005,0.007,0.003,0.004
35,35,56,0.008,0.008,0.003,0.002,0.003
35,35,63,0.006,0.004,0.002,0.004,0.005
35,35,70,0.003,0.003,0.001,0.006,0.003
35,35,77,0.002,0.005,0.004,0.006,0.004
35,35,84,0.008,0.005,0.002,0.003,0.006
35,35,91,0.005,0.005,0.005,0.002,0.005
35,35,98,0.001,0.003,0.003,0.005,0.005
35,35,105,0.001,0.002,0.002,0.002,0.005
35,35,112,0.005,0.001,0.004,0.007,0.003
35,35,119,0.007,0.005,0.006,0.004,0.006
35,35,126,0.006,0.006,0.002,0.003,0.002
35,35,133,0.006,0.002,0.005,0.007,0.002
35,35,140,0.004,0.002,0.001,0.004,0.001
35,35,147,0.003,0.003,0.003,0.004,0.002
35,35,154,0.007,0.004,0.005,0.001,0.003
35,35,161,0.007,0.003,0.002,0.003,0.005
35,35,168,0.007,0.004,0.005,0.006,0.002
35,35,175,0.008,0.006,0.006,0.006,0.003
35,42,0,0.005,0.001,0.005,0.005,0.004
35,42,7,0.008,0.007,0.006,0.001,0.004
35,42,14,0.007,0.004,0.001,0.006,0.003
35,42,21,0.002,0.004,0.003,0.002,0.002
35,42,28,0.004,0.002,0.001,0.005,0.001
35,42,35,0.005,0.001,0.006,0.006,0.005
35,42,42,0.008,0.006,0.006,0.005,0.004
35,42,49,0.005,0.004,0.002,0.003,0.001
35,42,56,0.006,0.004,0.003,0.005,0.003
35,42,63,0.009,0.004,0.005,0.005,0.004
35,42,70,0.001,0.001,0.002,0.003,0.004
35,42,77,0.003,0.004,0.003,0.004,0.003
35,42,84,0.005,0.001,0.006,0.003,0.002
35,42,91,0.002,0.005,0.002,0.005,0.002
35,42,98,0.004,0.005,0.004,0.005,0.004
35,42,105,0.008,0.001,0.005,0.001,0.002
35,42,112,0.005,0.004,0.005,0.006,0.004
35,42,119,0.006,0.004,0.002,0.006,0.001
35,42,126,0.006,0.004,0.006,0.003,0.004
35,42,133,0.005,0.001,0.003,0.004,0.006
35,42,140,0.004,0.002,0.002,0.004,0.004
35,42,147,0.008,0.001,0.002,0.003,0.004
35,42,154,0.006,0.002,0.003,0.005,0.003
35,42,161,0.002,0.005,0.002,0.007,0.002
35,42,168,0.001,0.004,0.005,0.001,0.004
35,42,175,0.007,0.003,0.007,0.006,0.005
35,49,0,0.003,0.003,0.003,0.004,0.003
35,49,7,0.004,0.005,0.004,0.005,0.004
35,49,14,0.004,0.004,0.003,0.004,0.003
35,49,21,0.003,0.005,0.004,0.004,0.004
35,49,28,0.003,0.004,0.005,0.004,0.003
35,49,35,0.005,0.005,0.005,0.005,0.005
35,49,42,0.006,0.003,0.005,0.002,0.004
35,49,49,0.008,0.004,0.004,0.004,0.004
35,49,56,0.006,0.005,0.005,0.003,0.004
35,49,63,0.005,0.005,0.004,0.005,0.004
35,49,70,0.004,0.004,0.003,0.002,0.003
35,49,77,0.006,0.002,0.003,0.004,0.003
35,49,84,0.003,0.002,0.002,0.001,0.004
35,49,91,0.002,0.005,0.002,0.002,0.003
35,49,98,0.006,0.003,0.004,0.001,0.005
35,49,105,0.004,0.003,0.005,0.005,0.003
35,49,112,0.006,0.005,0.004,0.005,0.003
35,49,119,0.006,0.003,0.004,0.004,0.004
35,49,126,0.005,0.005,0.003,0.004,0.002
35,49,133,0.006,0.003,0.004,0.005,0.004
35,49,140,0.004,0.005,0.004,0.005,0.003
35,49,147,0.005,0.003,0.003,0.004,0.003
35,49,154,0.005,0.004,0.005,0.003,0.004
35,49,161,0.005,0.005,0.004,0.004,0.004
35,49,168,0.006,0.002,0.004,0.001,0.003
35,49,175,0.004,0.002,0.003,0.005,0.005
35,56,0,0.003,0.002,0.003,0.003,0.002
35,56,7,0.005,0.004,0.003,0.004,0.004
35,56,14,0.001,0.003,0.002,0.003,0.004
35,56,21,0.003,0.003,0.003,0.005,0.003
35,56,28,0.006,0.003,0.002,0.005,0.004
35,56,35,0.004,0.005,0.004,0.002,0.003
35,56,42,0.005,0.003,0.003,0.004,0.003
35,56,49,0.007,0.004,0.003,0.004,0.003
35,56,56,0.005,0.001,0.002,0.002,0.003
35,56,63,0.004,0.002,0.004,0.005,0.003
35,56,70,0.004,0.003,0.003,0.003,0.004
35,56,77,0.003,0.003,0.004,0.005,0.004
35,56,84,0.002,0.002,0.003,0.004,0.003
35,56,91,0.003,0.003,0.004,0.005,0.004
35,56,98,0.005,0.005,0.004,0.002,0.003
35,56,105,0.005,0.005,0.004,0.004,0.004
35,56,112,0.005,0.002,0.003,0.004,0.003
35,56,119,0.005,0.003,0.005,0.003,0.004
35,56,126,0.003,0.004,0.003,0.003,0.003
35,56,133,0.005,0.003,0.003,0.004,0.004
35,56,140,0.005,0.003,0.003,0.004,0.002
35,56,147,0.002,0.004,0.005,0.003,0.004
35,56,154,0.005,0.004,0.003,0.004,0.004
35,56,161,0.005,0.003,0.004,0.003,0.004
35,56,168,0.005,0.0,0.003,0.003,0.003
35,56,175,0.004,0.003,0.003,0.002,0.004
35,63,0,0.003,0.003,0.002,0.002,0.002
35,63,7,0.004,0.003,0.004,0.004,0.003
35,63,14,0.003,0.002,0.004,0.002,0.003
35,63,21,0.006,0.004,0.003,0.003,0.003
35,63,28,0.006,0.002,0.003,0.002,0.002
35,63,35,0.004,0.002,0.004,0.004,0.003
35,63,42,0.004,0.003,0.004,0.003,0.002
35,63,49,0.006,0.003,0.003,0.003,0.003
35,63,56,0.005,0.003,0.003,0.004,0.003
35,63,63,0.003,0.004,0.003,0.003,0.003
35,63,70,0.003,0.004,0.003,0.001,0.003
35,63,77,0.002,0.003,0.003,0.004,0.004
35,63,84,0.004,0.003,0.004,0.003,0.003
35,63,91,0.007,0.002,0.003,0.005,0.003
35,63,98,0.005,0.004,0.002,0.003,0.004
35,63,105,0.009,0.003,0.003,0.003,0.004
35,63,112,0.002,0.002,0.001,0.004,0.004
35,63,119,0.004,0.003,0.002,0.003,0.003
35,63,126,0.003,0.003,0.003,0.004,0.003
35,63,133,0.005,0.001,0.002,0.004,0.003
35,63,140,0.004,0.002,0.004,0.003,0.002
35,63,147,0.003,0.003,0.003,0.004,0.003
35,63,154,0.004,0.003,0.003,0.004,0.003
35,63,161,0.006,0.003,0.003,0.004,0.003
35,63,168,0.004,0.004,0.003,0.004,0.003
35,63,175,0.004,0.003,0.003,0.003,0.003
35,70,0,0.004,0.002,0.002,0.002,0.003
35,70,7,0.005,0.003,0.003,0.003,0.003
35,70,14,0.005,0.003,0.004,0.003,0.004
35,70,21,0.005,0.004,0.004,0.003,0.003
35,70,28,0.006,0.004,0.003,0.003,0.004
35,70,35,0.002,0.003,0.002,0.002,0.003
35,70,42,0.006,0.003,0.004,0.003,0.002
35,70,49,0.01,0.004,0.003,0.004,0.004
35,70,56,0.01,0.004,0.003,0.003,0.002
35,70,63,0.002,0.004,0.003,0.003,0.002
35,70,70,0.005,0.002,0.004,0.002,0.004
35,70,77,0.004,0.003,0.005,0.004,0.003
35,70,84,0.002,0.004,0.004,0.005,0.002
35,70,91,0.004,0.004,0.002,0.004,0.004
35,70,98,0.01,0.005,0.003,0.003,0.003
35,70,105,0.006,0.002,0.004,0.002,0.003
35,70,112,0.005,0.002,0.004,0.003,0.004
35,70,119,0.004,0.004,0.003,0.003,0.002
35,70,126,0.005,0.004,0.003,0.004,0.003
35,70,133,0.006,0.005,0.004,0.002,0.004
35,70,140,0.005,0.003,0.004,0.002,0.003
35,70,147,0.004,0.002,0.003,0.002,0.003
35,70,154,0.005,0.004,0.003,0.004,0.004
35,70,161,0.01,0.003,0.004,0.003,0.003
35,70,168,0.003,0.003,0.003,0.003,0.003
35,70,175,0.005,0.003,0.003,0.003,0.003
35,77,0,0.0,0.002,0.003,0.002,0.002
35,77,7,0.009,0.007,0.003,0.004,0.004
35,77,14,0.012,0.003,0.004,0.003,0.003
35,77,21,0.004,0.005,0.003,0.003,0.003
35,77,28,0.004,0.003,0.004,0.003,0.003
35,77,35,0.008,0.003,0.003,0.005,0.004
35,77,42,0.01,0.003,0.003,0.003,0.003
35,77,49,0.007,0.002,0.003,0.004,0.003
35,77,56,0.009,0.008,0.003,0.002,0.003
35,77,63,0.003,0.004,0.004,0.003,0.002
35,77,70,0.004,0.003,0.004,0.004,0.003
35,77,77,0.006,0.003,0.002,0.002,0.002
35,77,84,0.007,0.004,0.002,0.003,0.003
35,77,91,0.008,0.003,0.003,0.004,0.003
35,77,98,0.009,0.003,0.004,0.004,0.003
35,77,105,0.006,0.003,0.004,0.003,0.003
35,77,112,0.012,0.004,0.003,0.004,0.003
35,77,119,0.007,0.003,0.003,0.003,0.003
35,77,126,0.005,0.004,0.003,0.003,0.003
35,77,133,0.003,0.004,0.002,0.003,0.003
35,77,140,0.002,0.004,0.003,0.002,0.001
35,77,147,0.006,0.004,0.003,0.003,0.003
35,77,154,0.003,0.003,0.005,0.003,0.003
35,77,161,0.007,0.004,0.003,0.002,0.003
35,77,168,0.006,0.006,0.003,0.003,0.003
35,77,175,0.004,0.002,0.003,0.003,0.003
35,84,0,0.0,0.009,0.003,0.002,0.001
35,84,7,0.016,0.004,0.003,0.007,0.007
35,84,14,0.442,0.003,0.002,0.005,0.003
35,84,21,0.036,0.014,0.003,0.005,0.006
35,84,28,0.007,0.011,0.01,0.003,0.004
35,84,35,0.091,0.004,0.005,0.005,0.004
35,84,42,0.02,0.01,0.004,0.005,0.004
35,84,49,0.004,0.008,0.004,0.007,0.004
35,84,56,0.004,0.005,0.002,0.004,0.005
35,84,63,0.018,0.008,0.003,0.005,0.002
35,84,70,0.006,0.003,0.006,0.003,0.004
35,84,77,0.01,0.006,0.003,0.004,0.005
35,84,84,0.015,0.006,0.005,0.004,0.004
35,84,91,0.082,0.022,0.007,0.005,0.005
35,84,98,0.051,0.007,0.006,0.005,0.004
35,84,105,0.017,0.003,0.006,0.007,0.009
35,84,112,0.009,0.006,0.005,0.006,0.003
35,84,119,0.012,0.004,0.006,0.003,0.005
35,84,126,0.003,0.007,0.003,0.007,0.003
35,84,133,0.011,0.003,0.004,0.004,0.003
35,84,140,0.007,0.004,0.004,0.003,0.003
35,84,147,0.011,0.004,0.009,0.004,0.008
35,84,154,0.004,0.002,0.004,0.003,0.003
35,84,161,0.013,0.01,0.004,0.003,0.004
35,84,168,0.033,0.008,0.006,0.003,0.003
35,84,175,0.013,0.004,0.01,0.005,0.004
42,0,0,0.0,0.27,0.0,0.214,0.0
42,0,7,0.0,0.0,0.0,0.0,0.0
42,0,14,0.0,0.0,0.0,0.041,0.261
42,0,21,0.0,0.408,0.108,0.0,0.0
42,0,28,0.0,0.0,0.229,0.0,0.0
42,0,35,0.0,0.0,0.31,0.0,0.0
42,0,42,0.0,0.0,0.0,0.0,0.0
42,0,49,0.0,0.456,0.384,0.0,0.263
42,0,56,0.526,0.156,0.0,0.0,0.0
42,0,63,0.0,0.31,0.346,0.0,0.0
42,0,70,0.856,0.17,0.0,0.232,0.284
42,0,77,0.0,0.213,0.23,0.169,0.0
42,0,84,0.0,0.0,0.0,0.309,0.256
42,0,91,0.0,0.0,0.0,0.258,0.221
42,0,98,0.0,0.0,0.261,0.0,0.29
42,0,105,0.0,0.0,0.0,0.338,0.323
42,0,112,0.0,0.198,0.265,0.0,0.0
42,0,119,0.412,0.0,0.338,0.0,0.348
42,0,126,0.0,0.0,0.0,0.0,0.273
42,0,133,0.277,0.281,0.0,0.0,0.0
42,0,140,0.0,0.0,0.0,0.0,0.0
42,0,147,0.0,0.0,0.0,0.0,0.276
42,0,154,0.0,0.0,0.0,0.0,0.266
42,0,161,0.554,0.0,0.0,0.0,0.273
42,0,168,0.0,0.331,0.359,0.0,0.0
42,0,175,0.0,0.0,0.0,0.0,0.0
42,7,0,0.733,0.003,0.124,0.111,0.036
42,7,7,0.093,0.036,0.119,0.041,0.002
42,7,14,0.205,0.174,0.479,0.229,0.031
42,7,21,1.678,0.674,0.045,0.035,0.003
42,7,28,0.165,0.071,0.027,0.013,0.014
42,7,35,0.206,0.015,0.306,0.002,0.034
42,7,42,0.571,0.149,0.446,0.016,0.003
42,7,49,0.284,0.005,0.03,0.056,0.008
42,7,56,0.028,0.006,0.076,0.004,0.294
42,7,63,0.091,0.03,0.016,0.034,0.004
42,7,70,0.681,1.454,0.028,0.004,0.002
42,7,77,0.094,0.184,0.007,0.004,0.003
42,7,84,0.079,0.018,0.016,0.003,0.052
42,7,91,0.048,0.045,0.012,0.09,0.026
42,7,98,0.021,0.01,0.162,0.008,0.002
42,7,105,0.214,0.076,0.051,0.029,0.016
42,7,112,0.168,0.212,0.041,0.007,0.029
42,7,119,0.079,0.044,0.009,0.012,0.003
42,7,126,0.889,0.048,0.07,0.01,0.002
42,7,133,0.088,0.103,0.004,0.011,0.003
42,7,140,0.188,0.018,0.05,0.006,0.002
42,7,147,1.97,0.005,0.021,0.006,0.113
42,7,154,0.206,0.004,0.049,0.397,0.005
42,7,161,0.08,0.139,0.01,0.024,0.002
42,7,168,0.267,0.243,0.096,0.014,0.02
42,7,175,0.028,0.018,0.375,0.139,0.097
42,14,0,0.011,0.008,0.001,0.001,0.001
42,14,7,0.037,0.007,0.001,0.008,0.002
42,14,14,0.121,0.012,0.004,0.01,0.001
42,14,21,0.011,0.013,0.002,0.003,0.001
42,14,28,0.01,0.004,0.006,0.007,0.001
42,14,35,0.14,0.012,0.016,0.001,0.007
42,14,42,1.689,0.009,0.008,0.001,0.001
42,14,49,0.019,0.021,0.009,0.001,0.012
42,14,56,0.032,0.004,0.002,0.011,0.006
42,14,63,0.029,0.007,0.005,0.002,0.001
42,14,70,0.008,0.013,0.012,0.001,0.001
42,14,77,1.427,0.039,0.009,0.004,0.002
42,14,84,0.049,0.012,0.006,0.012,0.003
42,14,91,0.127,0.009,0.002,0.003,0.002
42,14,98,0.019,0.017,0.006,0.01,0.001
42,14,105,0.105,0.002,0.002,0.011,0.004
42,14,112,0.019,0.002,0.012,0.01,0.005
42,14,119,1.818,0.003,0.002,0.007,0.001
42,14,126,0.198,0.005,0.01,0.004,0.008
42,14,133,0.028,0.011,0.005,0.001,0.01
42,14,140,0.016,0.003,0.013,0.0,0.001
42,14,147,0.008,0.01,0.012,0.001,0.011
42,14,154,0.602,0.012,0.013,0.007,0.002
42,14,161,0.588,0.012,0.005,0.001,0.001
42,14,168,0.013,0.021,0.002,0.004,0.001
42,14,175,0.901,0.031,0.016,0.01,0.014
42,21,0,0.004,0.001,0.0,0.0,0.008
42,21,7,2.063,0.005,0.001,0.001,0.002
42,21,14,0.038,0.011,0.007,0.002,0.001
42,21,21,0.02,0.003,0.003,0.005,0.001
42,21,28,0.008,0.008,0.004,0.005,0.01
42,21,35,0.004,0.008,0.004,0.009,0.001
42,21,42,0.018,0.007,0.009,0.001,0.003
42,21,49,0.003,0.002,0.002,0.002,0.001
42,21,56,0.013,0.007,0.0,0.001,0.001
42,21,63,0.004,0.002,0.002,0.002,0.001
42,21,70,0.016,0.001,0.011,0.007,0.01
42,21,77,0.004,0.002,0.003,0.005,0.001
42,21,84,0.127,0.008,0.006,0.001,0.001
42,21,91,0.01,0.001,0.005,0.002,0.003
42,21,98,0.031,0.005,0.005,0.005,0.002
42,21,105,0.02,0.005,0.003,0.002,0.001
42,21,112,0.019,0.01,0.012,0.001,0.01
42,21,119,0.008,0.008,0.003,0.004,0.002
42,21,126,0.016,0.004,0.002,0.002,0.001
42,21,133,0.009,0.007,0.005,0.002,0.01
42,21,140,0.019,0.009,0.011,0.002,0.008
42,21,147,0.003,0.001,0.002,0.001,0.001
42,21,154,3.243,0.012,0.001,0.011,0.003
42,21,161,0.007,0.004,0.008,0.002,0.001
42,21,168,0.017,0.007,0.007,0.001,0.005
42,21,175,0.002,0.002,0.002,0.003,0.002
42,28,0,0.002,0.007,0.006,0.009,0.0
42,28,7,0.016,0.008,0.008,0.006,0.009
42,28,14,0.002,0.0,0.004,0.003,0.001
42,28,21,0.005,0.005,0.003,0.006,0.001
42,28,28,0.014,0.008,0.0,0.007,0.001
42,28,35,0.01,0.001,0.005,0.001,0.005
42,28,42,0.004,0.004,0.001,0.002,0.001
42,28,49,0.008,0.008,0.002,0.004,0.005
42,28,56,0.004,0.003,0.003,0.001,0.001
42,28,63,0.011,0.004,0.001,0.003,0.002
42,28,70,0.009,0.001,0.002,0.001,0.005
42,28,77,0.003,0.002,0.006,0.003,0.005
